,Precipitation,Temperature
January,3.5,-21.0
February,3.0,-15.1
March,3.5,-3.4
April,5.4,7.8
May,6.7,14.4
June,11.4,20.1
July,13.3,21.9
August,12.6,19.6
September,3.8,13.1
October,4.4,4.3
November,7.6,-7.2
December,5.4,-17.6
