,Precipitation,Temperature
January,2.2,-18.2
February,3.1,-14.3
March,5.0,-6.2
April,7.7,3.4
May,16.4,10.1
June,32.9,16.0
July,54.8,18.2
August,44.9,16.2
September,16.5,9.6
October,5.7,0.7
November,2.7,-9.0
December,3.1,-15.9
