,Precipitation,Temperature
January,1.0,-15.3
February,1.4,-11.0
March,2.1,-2.9
April,3.1,6.2
May,7.3,13.6
June,16.4,19.7
July,28.0,22.6
August,28.3,20.3
September,9.2,13.9
October,3.8,4.4
November,1.7,-5.8
December,0.9,-13.3
