,Precipitation,Temperature
January,1.2,-17.1
February,1.3,-12.8
March,2.3,-4.4
April,4.9,4.6
May,8.8,12.0
June,21.2,18.2
July,41.6,20.8
August,39.8,18.6
September,8.7,12.1
October,3.8,2.7
November,2.1,-7.9
December,1.3,-15.3
