month,maxTemp,minTemp,meanTemp,rainfall
1,29.6,20.9,,79.2
2,31.7,21.3,,55.4
3,33.8,22.9,,68.7
4,34.3,24.1,,151.6
5,32.9,24.8,,84.3
6,32.7,24.9,,9.4
7,33.0,24.5,,27.1
8,33.2,24.4,,39.8
9,33.1,24.1,,74.0
10,32.0,23.3,,254.5
11,30.3,22.5,,229.7
12,29.1,21.9,,210.9
