month,maxTemp,minTemp,meanTemp,rainfall
1,10.9,2.7,,77.5
2,12.6,3.5,,71.9
3,16.7,6.3,,68.2
4,22.1,10.3,,59.0
5,29.2,14.9,,29.0
6,36.1,20.0,,2.2
7,40.3,23.5,,0.3
8,39.8,23.0,,0.1
9,35.4,19.5,,0.8
10,28.3,15.0,,18.0
11,19.3,8.8,,38.5
12,12.7,4.4,,66.9
