month,maxTemp,minTemp,meanTemp,rainfall
1,33.5,22.8,,147.2
2,32.6,22.3,,129.2
3,31.6,21.3,,117.9
4,28.4,18.6,,166.0
5,25.0,15.7,,113.3
6,23.1,13.8,,82.4
7,23.2,13.1,,39.4
8,24.8,14.3,,72.6
9,26.4,15.9,,87.7
10,29.2,18.6,,130.8
11,30.7,20.1,,164.4
12,32.3,21.8,,150.3
