,Precipitation,Temperature
January,53.3,-7.7
February,33.6,-8.1
March,35.4,-5.7
April,31.9,-1.3
May,61.0,3.9
June,78.3,8.7
July,100.8,11.5
August,103.2,10.0
September,64.1,5.7
October,62.6,0.0
November,57.7,-4.4
December,48.9,-7.4
