,Precipitation,Temperature
January,118.5,2.6
February,99.6,2.1
March,80.5,3.7
April,62.5,6.9
May,62.1,10.2
June,67.3,13.0
July,91.2,15.3
August,126.5,15.7
September,132.0,13.2
October,148.3,9.2
November,135.2,5.7
December,132.4,3.4
