,Precipitation,Temperature
January,77.7,-6.4
February,56.0,-6.7
March,48.1,-4.5
April,40.2,-0.4
May,53.1,4.3
June,68.7,8.9
July,90.2,11.2
August,91.1,10.2
September,80.6,6.5
October,82.7,1.7
November,74.0,-2.5
December,65.6,-5.4
