,Precipitation,Temperature
January,145.8,3.4
February,125.2,2.8
March,121.5,3.6
April,76.1,5.9
May,71.6,8.7
June,80.1,11.4
July,81.1,13.7
August,125.3,14.3
September,142.9,12.2
October,161.7,8.6
November,146.6,5.9
December,165.5,4.0
