,Precipitation,Temperature
January,131.2,2.9
February,99.7,2.0
March,87.5,3.2
April,69.0,6.1
May,63.4,9.9
June,71.9,13.0
July,81.8,15.6
August,101.3,16.2
September,119.1,13.6
October,151.6,9.8
November,132.4,6.3
December,134.9,4.0
