,Precipitation,Temperature
January,351.2,2.2
February,284.6,1.7
March,260.5,3.0
April,169.6,5.7
May,137.4,9.3
June,128.6,12.5
July,148.3,14.6
August,189.6,14.4
September,269.1,11.7
October,312.9,7.8
November,335.7,4.8
December,370.1,2.8
