,Precipitation,Temperature
January,46.6,-3.2
February,32.0,-3.6
March,37.0,-1.8
April,26.1,1.4
May,28.1,5.8
June,39.1,9.8
July,48.8,12.9
August,55.1,12.0
September,47.0,8.5
October,51.7,3.6
November,34.9,0.3
December,42.7,-1.7
