,glp_hPa,slp_hPa,precip-accum_mm,precip-hourmax_mm,precip-10minmax_mm,temp_C,temp-max_C,temp-min_C,rh_percent,rh-min_percent,wspd_ms,wspd-max_ms,wdir-max_deg,wspd-max-inst_ms,wdir-max-inst_deg,sunlit_h,snowfall-accum_cm,snowdepth-accum_cm,WeaCon-day830-17_x,xxx
1990-11-30,1015.5,1019.2,,,,13.7,20.5,6.7,80,35,1.7,2.9,135.0,4.5,112.5,9.0,,,,
1990-12-01,1013.2,1016.9,,,,14.4,20.9,9.5,84,61,1.8,3.2,292.5,4.8,292.5,6.2,,,,
1990-12-02,1014.9,1018.5,,,,15.0,20.1,8.4,81,59,2.6,4.6,90.0,9.3,67.5,6.8,,,,
1990-12-03,1002.3,1005.9,52.0,16.0,5.5,16.8,18.3,14.8,92,78,3.4,7.2,45.0,15.2,67.5,,,,,
1990-12-04,1002.3,1005.9,,,,15.9,24.7,8.0,69,30,3.4,8.1,270.0,14.3,270.0,10.2,,,,
1990-12-05,1012.0,1015.7,,,,14.5,22.3,6.9,80,48,1.6,3.2,157.5,6.0,135.0,9.2,,,,
1990-12-06,1008.6,1012.2,,,,15.5,22.9,10.1,83,38,1.5,2.8,315.0,4.6,225.0,7.3,,,,
1990-12-07,1015.8,1019.4,,,,13.8,21.3,7.0,62,31,1.8,3.6,67.5,7.2,270.0,8.8,,,,
1990-12-08,1012.3,1016.0,1.5,1.0,0.5,12.7,15.2,8.8,84,68,1.5,3.5,112.5,6.3,45.0,,,,,
1990-12-09,992.6,996.2,7.0,3.0,1.5,15.1,21.6,8.4,63,28,4.1,9.4,180.0,17.9,180.0,3.6,,,,
1990-12-10,1010.0,1013.7,,,,9.2,16.2,3.2,53,28,2.5,5.1,292.5,8.9,315.0,9.9,,,,
1990-12-11,1016.6,1020.3,,,,9.9,19.0,2.7,72,37,1.9,4.1,292.5,6.8,292.5,9.2,,,,
1990-12-12,1021.8,1025.5,0.0,0.0,0.0,12.4,19.7,3.0,80,39,1.5,3.0,45.0,4.8,112.5,8.0,,,,
1990-12-13,1016.8,1020.5,,,,11.6,19.8,6.6,87,50,1.3,2.5,292.5,4.1,225.0,7.7,,,,
1990-12-14,1014.4,1018.1,0.5,0.5,0.5,12.2,19.9,5.7,81,48,1.7,3.7,45.0,7.4,45.0,8.3,,,,
1990-12-15,1020.9,1024.6,,,,10.0,16.0,3.1,74,46,2.0,3.6,180.0,7.3,180.0,8.3,,,,
1990-12-16,1019.6,1023.3,,,,11.5,19.1,3.1,78,43,2.1,4.8,90.0,8.5,90.0,9.0,,,,
1990-12-17,1019.9,1023.7,,,,13.3,16.6,8.8,83,68,1.9,3.2,45.0,5.5,45.0,0.5,,,,
1990-12-18,1018.4,1022.1,0.0,0.0,0.0,13.9,17.0,11.2,86,71,1.1,2.5,45.0,4.6,45.0,,,,,
1990-12-19,1012.4,1016.1,5.0,2.0,1.0,14.1,15.6,12.5,93,85,1.4,3.7,315.0,5.9,315.0,0.1,,,,
1990-12-20,1007.8,1011.5,4.0,2.5,1.5,10.5,14.1,5.1,77,44,2.4,4.2,22.5,7.9,67.5,0.1,,,,
1990-12-21,1019.7,1023.5,,,,6.6,12.9,-0.2,74,50,1.6,2.7,45.0,5.1,45.0,6.6,,,,
1990-12-22,1020.3,1024.1,,,,5.9,15.0,0.2,79,47,2.0,5.1,337.5,9.0,337.5,7.0,,,,
1990-12-23,1026.6,1030.4,,,,6.1,13.8,-1.5,73,41,1.4,2.6,112.5,4.4,225.0,9.5,,,,
1990-12-24,1024.2,1028.0,,,,7.6,15.3,0.6,80,52,1.2,2.4,225.0,3.8,225.0,8.0,,,,
1990-12-25,1019.3,1023.0,0.0,0.0,0.0,8.8,15.7,5.2,83,56,1.4,2.5,292.5,3.8,315.0,2.2,,,,
1990-12-26,1021.8,1025.5,0.0,0.0,0.0,11.5,16.3,3.0,73,51,2.3,4.4,90.0,8.2,67.5,6.7,,,,
1990-12-27,1020.0,1023.7,24.5,4.0,1.0,11.8,12.8,10.3,95,72,2.8,4.2,22.5,9.0,45.0,,,,,
1990-12-28,1018.8,1022.5,12.5,2.5,1.0,12.9,13.6,11.9,88,80,4.3,5.8,45.0,12.2,45.0,,,,,
1990-12-29,1006.2,1009.8,67.5,10.0,3.5,16.3,20.8,13.3,92,71,6.0,9.8,90.0,19.3,112.5,,,,,
