,glp_hPa,slp_hPa,precip-accum_mm,precip-hourmax_mm,precip-10minmax_mm,temp_C,temp-max_C,temp-min_C,rh_percent,rh-min_percent,wspd_ms,wspd-max_ms,wdir-max_deg,wspd-max-inst_ms,wdir-max-inst_deg,sunlit_h,snowfall-accum_cm,snowdepth-accum_cm,WeaCon-day830-17_x,xxx
1998-01-31,1011.5,1015.3,0.0,0.0,0.0,3.5,10.1,-2.4,74,42,1.3,2.5,315.0,5.4,247.5,2.9,,,,
1998-02-01,1014.9,1018.7,,,,6.3,10.2,-0.2,68,54,2.7,4.8,67.5,10.3,45.0,5.3,,,,
1998-02-02,1016.2,1020.0,,,,4.6,11.8,-0.8,83,57,1.3,3.6,292.5,6.1,315.0,7.1,,,,
1998-02-03,1004.7,1008.4,3.0,2.0,0.5,3.1,7.9,-0.9,93,58,1.6,3.5,337.5,7.0,337.5,1.6,,,,
1998-02-04,1011.4,1015.2,,,,2.2,8.2,-2.7,68,34,1.6,3.2,337.5,6.2,337.5,4.5,,,,
1998-02-05,1009.4,1013.2,,,,3.5,12.0,-3.9,62,32,2.6,5.2,270.0,10.4,270.0,6.7,,,,
1998-02-06,1017.0,1020.8,,,,3.8,10.4,-3.3,48,30,3.1,6.1,270.0,12.2,270.0,9.2,,,,
1998-02-07,1013.5,1017.4,26.0,6.5,1.5,0.2,4.4,-3.8,81,46,1.5,5.6,0.0,14.3,22.5,,16.0,0.0,,
1998-02-08,1013.2,1017.1,1.0,0.5,0.5,0.7,5.5,-3.0,89,66,2.1,5.7,22.5,12.7,22.5,7.8,,16.0,,
1998-02-09,1016.5,1020.3,,,,0.3,7.6,-5.3,78,43,1.5,3.6,337.5,6.5,337.5,7.2,,10.0,,
1998-02-10,1014.5,1018.4,,,,1.4,6.7,-4.8,78,56,1.8,4.3,45.0,9.8,45.0,1.9,0.0,7.0,,
1998-02-11,1012.5,1016.3,16.0,3.0,1.0,1.5,4.0,0.3,91,63,3.0,5.6,337.5,10.1,337.5,,2.0,7.0,,
1998-02-12,1021.2,1025.0,,,,1.2,7.5,-3.2,82,-999,-999.0,-999.0,,-999.0,,9.4,,8.0,,
1998-02-13,1022.1,1025.9,,,,1.7,6.3,-4.2,75,49,1.8,3.7,45.0,8.8,45.0,3.5,6.0,7.0,,
1998-02-14,1011.2,1015.0,17.5,2.5,0.5,0.8,4.6,-0.6,93,61,4.0,6.1,315.0,13.3,0.0,,6.0,14.0,,
1998-02-15,1008.9,1012.7,1.5,0.5,0.5,2.1,7.3,-2.5,82,53,2.6,6.1,315.0,11.9,337.5,6.8,,11.0,,
1998-02-16,1019.8,1023.7,0.5,0.5,0.5,1.7,7.1,-4.7,86,58,1.4,2.9,315.0,4.9,292.5,3.5,,9.0,,
1998-02-17,1001.1,1004.8,13.0,2.5,1.0,4.1,7.6,1.5,100,96,1.8,4.3,292.5,7.7,315.0,,,6.0,,
1998-02-18,1001.1,1004.9,0.0,0.0,0.0,2.7,7.7,-3.1,77,30,2.5,8.1,315.0,16.2,315.0,,,3.0,,
1998-02-19,1013.1,1017.0,,,,1.6,8.2,-4.4,53,19,2.1,5.5,315.0,11.0,315.0,9.7,,2.0,,
1998-02-20,1010.8,1014.6,,,,2.6,10.8,-5.0,55,24,2.2,4.3,270.0,7.6,247.5,9.6,,1.0,,
1998-02-21,1014.5,1018.3,,,,2.3,9.0,-5.2,61,21,2.0,4.4,315.0,8.4,45.0,9.3,,0.0,,
1998-02-22,1007.5,1011.3,0.0,0.0,0.0,3.4,5.9,0.4,74,57,1.8,3.3,45.0,7.1,22.5,,,0.0,,
1998-02-23,1001.1,1004.8,0.0,0.0,0.0,1.6,8.6,-4.1,64,19,3.1,8.4,292.5,18.4,292.5,8.0,,0.0,,
1998-02-24,1013.4,1017.3,,,,-0.3,6.4,-7.1,51,24,2.7,6.3,270.0,13.4,270.0,9.9,,,,
1998-02-25,1012.3,1016.1,,,,1.1,9.8,-6.2,56,24,2.1,3.4,270.0,7.3,270.0,9.5,,,,
1998-02-26,1018.8,1022.6,,,,1.9,8.2,-5.6,54,22,2.5,5.7,315.0,13.8,292.5,9.6,,,,
1998-02-27,1015.6,1019.4,,,,2.0,7.7,-4.0,55,35,1.9,4.0,90.0,7.5,67.5,4.6,,,,
1998-02-28,1018.4,1022.3,,,,0.4,7.9,-6.8,51,24,2.6,7.5,270.0,16.2,270.0,9.9,,,,
1998-03-01,1021.8,1025.7,0.0,0.0,0.0,-0.1,6.8,-6.8,76,46,1.5,3.0,270.0,5.4,135.0,4.1,0.0,,,
1998-03-02,1014.3,1018.2,,,,3.3,14.0,-5.1,57,26,3.0,8.7,315.0,18.7,292.5,10.0,,,,
