,glp_hPa,slp_hPa,precip-accum_mm,precip-hourmax_mm,precip-10minmax_mm,temp_C,temp-max_C,temp-min_C,rh_percent,rh-min_percent,wspd_ms,wspd-max_ms,wdir-max_deg,wspd-max-inst_ms,wdir-max-inst_deg,sunlit_h,snowfall-accum_cm,snowdepth-accum_cm,WeaCon-day830-17_x,xxx
2011-10-31,1010.0,1013.6,0.0,0.0,0.0,19.6,22.0,17.2,71.0,53,2.0,3.2,90.0,6.6,112.5,0.3,,,,
2011-11-01,1012.3,1016.0,0.0,0.0,0.0,16.3,19.4,14.1,70.0,56,1.8,3.2,90.0,6.0,112.5,0.6,,,,
2011-11-02,1014.9,1018.6,,,,15.5,22.1,10.8,59.0,20,1.8,4.6,292.5,10.6,270.0,8.5,,,,
2011-11-03,1020.1,,0.0,0.0,0.0,,21.0,8.1,,37,2.1,4.3,135.0,7.1,157.5,9.8,,,,
2011-11-04,1015.2,,76.5,10.5,3.0,,18.3,,,96,2.1,5.7,90.0,11.8,90.0,0.0,,,,
2011-11-05,1002.3,1005.9,10.0,6.5,1.5,19.4,24.4,16.8,86.0,61,2.0,3.6,67.5,7.1,67.5,5.7,,,,
2011-11-06,1008.1,1011.7,1.5,1.5,1.5,18.0,23.9,9.5,64.0,32,3.4,8.2,292.5,16.1,292.5,10.9,,,,
2011-11-07,1018.3,1022.0,0.0,0.0,0.0,14.9,22.3,7.7,72.0,37,1.6,3.9,135.0,7.5,135.0,8.5,,,,
2011-11-08,1021.5,1025.2,0.0,0.0,0.0,18.0,21.7,13.6,76.0,62,2.1,3.6,90.0,6.6,112.5,4.1,,,,
2011-11-09,1016.0,1019.7,1.5,0.5,0.5,18.8,25.1,15.1,86.0,53,1.5,3.4,225.0,6.5,202.5,5.5,,,,
2011-11-10,1013.4,1017.0,0.0,0.0,0.0,18.0,23.7,13.2,84.0,55,1.9,4.2,90.0,8.1,90.0,3.5,,,,
2011-11-11,1012.6,1016.3,,,,17.7,23.1,13.4,78.0,49,1.7,3.4,135.0,6.7,45.0,6.0,,,,
2011-11-12,1015.1,1018.7,0.0,0.0,0.0,18.3,23.1,14.1,82.0,61,1.5,2.7,90.0,5.0,247.5,2.4,,,,
2011-11-13,1015.7,1019.3,5.0,2.5,1.5,19.0,24.6,12.9,85.0,57,1.6,4.2,180.0,7.0,180.0,3.8,,,,
2011-11-14,1006.1,1009.7,5.0,2.5,1.0,22.4,24.4,20.0,91.0,76,3.4,8.8,202.5,16.3,202.5,0.0,,,,
2011-11-15,1002.4,1006.0,9.0,5.5,1.5,22.5,27.8,18.4,82.0,57,3.6,6.6,180.0,11.5,202.5,4.0,,,,
2011-11-16,1007.9,1011.5,,,,19.4,24.1,15.4,78.0,54,1.9,3.2,45.0,6.4,45.0,5.3,,,,
2011-11-17,1016.9,1020.5,,,,16.7,19.8,11.8,74.0,57,2.6,4.4,67.5,8.4,67.5,4.2,,,,
2011-11-18,1023.7,1027.4,0.0,0.0,0.0,13.0,15.7,9.3,78.0,65,2.3,4.3,45.0,8.1,67.5,0.0,,,,
2011-11-19,1023.4,1027.2,0.0,0.0,0.0,16.0,20.3,12.3,77.0,60,2.5,5.4,45.0,10.4,22.5,3.0,,,,
2011-11-20,1020.6,1024.4,2.0,2.0,1.0,16.9,20.7,12.3,85.0,71,2.3,4.0,45.0,7.4,67.5,0.0,,,,
2011-11-21,1010.6,1014.2,50.0,26.5,8.5,20.5,24.3,16.5,92.0,78,2.3,4.8,180.0,8.5,180.0,0.1,,,,
2011-11-22,1008.0,1011.6,0.0,0.0,0.0,21.8,24.7,19.9,87.0,74,2.7,5.6,180.0,9.8,180.0,2.2,,,,
2011-11-23,1010.4,1014.0,0.0,0.0,0.0,18.8,20.5,17.8,85.0,73,2.7,4.6,45.0,8.5,67.5,1.0,,,,
2011-11-24,1006.3,1009.9,0.0,0.0,0.0,19.8,24.8,16.0,81.0,63,1.6,3.4,45.0,6.7,45.0,4.8,,,,
2011-11-25,1014.5,1018.3,,,,13.7,19.2,6.5,63.0,39,1.9,3.3,67.5,6.1,67.5,9.3,,,,
2011-11-26,1023.8,1027.6,,,,10.5,17.7,4.0,75.0,40,1.6,3.3,112.5,6.2,112.5,10.3,,,,
2011-11-27,1023.7,1027.5,,,,12.2,19.1,5.4,78.0,50,1.9,2.8,45.0,5.2,135.0,9.2,,,,
2011-11-28,1018.9,1022.6,,,,13.4,19.6,6.3,80.0,56,2.2,4.2,90.0,8.0,90.0,10.1,,,,
2011-11-29,1017.4,1021.2,0.0,0.0,0.0,15.7,19.7,11.5,78.0,51,1.9,4.1,45.0,7.2,0.0,3.4,,,,
2011-11-30,1016.0,1019.7,0.0,0.0,0.0,16.1,22.9,10.8,84.0,48,1.6,3.4,67.5,6.4,67.5,6.0,,,,
