,glp_hPa,slp_hPa,precip-accum_mm,precip-hourmax_mm,precip-10minmax_mm,temp_C,temp-max_C,temp-min_C,rh_percent,rh-min_percent,wspd_ms,wspd-max_ms,wdir-max_deg,wspd-max-inst_ms,wdir-max-inst_deg,sunlit_h,snowfall-accum_cm,snowdepth-accum_cm,WeaCon-day830-17_x,xxx
2013-07-31,1012.8,1016.0,0.0,0.0,0.0,21.9,25.7,17.9,78,58,2.3,3.9,180.0,6.7,180.0,0.8,,,,
2013-08-01,1011.7,1014.9,0.0,0.0,0.0,22.5,27.2,17.9,73,50,2.3,4.3,135.0,8.1,112.5,9.1,,,,
2013-08-02,1006.3,1009.5,0.0,0.0,0.0,22.5,27.2,18.2,78,59,3.8,6.6,202.5,11.7,180.0,1.6,,,,
2013-08-03,1002.8,1005.9,0.0,0.0,0.0,24.2,26.6,22.2,86,77,3.3,5.5,180.0,9.6,180.0,0.1,,,,
2013-08-04,1001.5,1004.6,0.5,0.5,0.5,25.6,28.0,23.3,86,78,4.7,7.0,202.5,13.2,180.0,0.0,,,,
2013-08-05,1004.1,1007.2,,,,27.6,32.6,24.8,78,60,4.8,7.2,202.5,13.6,202.5,8.2,,,,
2013-08-06,1008.4,1011.5,,,,27.8,34.4,22.8,78,50,1.8,4.4,67.5,8.2,67.5,9.6,,,,
2013-08-07,1009.8,1012.9,0.0,0.0,0.0,27.6,33.7,22.9,75,54,2.1,5.1,90.0,11.0,90.0,11.3,,,,
2013-08-08,1006.5,1009.6,,,,28.1,34.1,21.7,73,46,1.8,4.4,135.0,6.9,112.5,12.4,,,,
2013-08-09,1003.8,1006.9,0.5,0.5,0.5,28.1,34.4,23.3,79,53,1.8,4.9,90.0,9.3,90.0,10.2,,,,
2013-08-10,1004.3,1007.3,0.0,0.0,0.0,29.1,36.3,23.3,74,47,1.6,4.5,180.0,6.8,157.5,10.6,,,,
2013-08-11,1005.5,1008.6,0.0,0.0,0.0,27.6,32.1,23.6,76,57,2.2,4.0,67.5,6.9,67.5,10.8,,,,
2013-08-12,1007.4,1010.5,0.0,0.0,0.0,27.0,31.1,22.0,80,60,1.5,3.3,112.5,5.5,112.5,1.3,,,,
2013-08-13,1008.1,1011.2,2.5,2.5,2.5,27.2,31.4,23.5,80,55,2.0,4.0,90.0,6.6,112.5,5.7,,,,
2013-08-14,1006.7,1009.8,0.5,0.5,0.5,25.2,32.8,20.3,81,44,2.5,5.1,67.5,9.4,90.0,7.4,,,,
2013-08-15,1011.6,1014.8,,,,22.9,28.5,18.8,74,53,2.4,4.1,90.0,7.2,112.5,7.9,,,,
2013-08-16,1010.4,1013.6,3.5,2.0,0.5,21.0,25.9,18.8,87,69,2.3,4.0,112.5,7.5,90.0,1.1,,,,
2013-08-17,1001.7,1004.9,2.5,2.5,2.5,26.0,33.0,20.5,79,52,2.4,4.6,67.5,9.1,90.0,6.2,,,,
2013-08-18,1006.1,1009.3,,,,22.4,27.9,19.3,76,56,2.7,5.1,112.5,9.1,112.5,10.1,,,,
2013-08-19,1009.6,1012.8,,,,20.9,25.9,17.1,76,62,2.3,4.0,90.0,7.6,90.0,6.9,,,,
2013-08-20,1009.0,1012.2,0.0,0.0,0.0,21.4,26.6,17.7,76,60,1.9,4.0,67.5,7.1,67.5,6.2,,,,
2013-08-21,1006.5,1009.6,,,,24.7,30.6,18.2,76,59,2.0,4.1,180.0,6.7,225.0,6.3,,,,
2013-08-22,1003.9,1007.0,1.0,1.0,0.5,24.5,32.1,21.5,83,57,2.4,5.1,67.5,9.3,67.5,6.3,,,,
2013-08-23,1003.0,1006.2,2.0,1.0,0.5,22.0,24.3,20.6,92,85,2.2,3.4,90.0,6.2,67.5,0.0,,,,
2013-08-24,1001.8,1004.9,0.0,0.0,0.0,24.0,28.3,20.5,89,74,2.0,3.5,67.5,5.9,90.0,0.3,,,,
2013-08-25,1001.6,1004.7,0.0,0.0,0.0,26.6,31.3,23.2,84,63,1.9,4.4,135.0,7.0,135.0,3.0,,,,
2013-08-26,1001.5,1004.6,25.5,22.5,12.5,25.5,30.0,21.1,86,64,2.4,6.5,315.0,15.3,337.5,2.9,,,,
2013-08-27,1003.4,1006.6,0.5,0.5,0.5,25.1,30.6,20.5,80,54,1.7,3.6,112.5,6.0,45.0,8.2,,,,
2013-08-28,1000.8,1003.9,6.5,1.5,1.0,23.8,26.0,21.3,94,84,1.5,3.1,157.5,4.7,67.5,0.0,,,,
2013-08-29,998.2,1001.3,,0.0,,25.5,30.2,23.0,86,68,2.1,4.2,112.5,7.2,67.5,4.9,,,,
2013-08-30,1001.0,1004.1,0.0,0.0,0.0,25.0,28.9,22.9,85,70,2.3,4.1,67.5,7.3,112.5,1.3,,,,
