,glp_hPa,slp_hPa,precip-accum_mm,precip-hourmax_mm,precip-10minmax_mm,temp_C,temp-max_C,temp-min_C,rh_percent,rh-min_percent,wspd_ms,wspd-max_ms,wdir-max_deg,wspd-max-inst_ms,wdir-max-inst_deg,sunlit_h,snowfall-accum_cm,snowdepth-accum_cm,WeaCon-day830-17_x,xxx
2005-11-30,1021.0,1024.8,,,,9.3,16.9,2.9,80,39,1.5,3.2,112.5,7.3,112.5,10.0,,,,
2005-12-01,1021.8,1025.6,,,,10.7,18.8,2.9,84,50,1.5,2.4,157.5,4.6,157.5,9.4,,,,
2005-12-02,1018.1,1021.8,0.0,0.0,0.0,12.4,19.0,7.2,86,51,1.5,2.8,337.5,4.6,315.0,2.5,,,,
2005-12-03,1014.5,1018.3,,,,12.9,20.7,6.9,84,49,1.3,2.3,315.0,3.9,315.0,9.4,,,,
2005-12-04,1014.3,1018.0,,,,13.8,21.3,6.4,78,40,1.6,3.1,45.0,6.0,90.0,9.2,,,,
2005-12-05,1010.9,1014.6,28.5,11.0,3.5,13.3,16.0,8.4,92,79,1.5,2.7,270.0,6.7,247.5,,,,,
2005-12-06,1000.1,1003.8,9.0,3.5,1.0,16.3,23.4,8.4,78,28,2.8,6.6,315.0,13.8,315.0,7.9,,,,
2005-12-07,1005.9,1009.6,,,,14.9,21.2,7.7,55,32,3.1,6.2,202.5,13.3,292.5,9.2,,,,
2005-12-08,1010.0,1013.8,,,,11.0,18.8,3.1,62,29,2.0,3.5,315.0,7.6,337.5,9.8,,,,
2005-12-09,1014.8,1018.6,,,,9.8,17.2,3.0,81,47,1.7,3.6,112.5,7.9,90.0,9.1,,,,
2005-12-10,1011.7,1015.4,,,,9.3,14.3,3.7,90,64,1.5,3.2,292.5,5.8,315.0,1.6,,,,
2005-12-11,1009.8,1013.5,7.0,3.5,1.0,11.1,18.5,3.1,78,38,2.4,4.7,45.0,10.9,337.5,6.3,,,,
2005-12-12,1016.8,1020.6,,,,8.9,16.3,2.8,80,43,1.4,2.9,315.0,5.0,315.0,6.7,,,,
2005-12-13,1011.6,1015.4,,0.0,,9.4,15.0,3.6,87,76,2.5,5.2,67.5,11.2,45.0,,,,,
2005-12-14,1010.6,1014.3,1.0,0.5,0.5,8.8,12.2,6.3,75,53,2.4,4.5,45.0,10.4,22.5,0.8,,,,
2005-12-15,1013.0,1016.8,,,,7.2,13.4,2.3,75,45,1.5,2.6,22.5,5.9,45.0,9.4,,,,
2005-12-16,1016.4,1020.3,,,,5.2,12.3,-1.2,74,35,1.6,2.8,45.0,5.2,45.0,7.8,,,,
2005-12-17,1017.1,1021.0,,,,5.7,13.0,-1.3,76,40,1.5,2.9,337.5,5.2,337.5,8.5,,,,
2005-12-18,1018.2,1022.1,,,,6.0,13.4,-0.1,66,29,2.9,7.1,315.0,15.4,292.5,9.8,,,,
2005-12-19,1020.7,1024.6,,,,5.3,12.8,-1.6,69,35,1.6,2.9,45.0,7.3,315.0,8.7,,,,
2005-12-20,1019.0,1022.9,,,,4.7,12.5,-2.4,76,41,1.5,2.6,67.5,5.1,90.0,8.4,,,,
2005-12-21,1016.7,1020.5,,,,7.0,14.6,-1.2,74,38,1.9,3.1,112.5,6.8,112.5,9.3,,,,
2005-12-22,1017.6,1021.4,,,,7.5,14.5,0.7,85,59,1.6,3.1,112.5,5.6,90.0,4.0,,,,
2005-12-23,1010.6,1014.4,,,,9.1,16.7,4.3,81,34,1.5,2.7,45.0,4.5,67.5,7.7,,,,
2005-12-24,1010.7,1014.5,,,,7.9,14.9,1.0,82,54,1.9,3.4,90.0,6.8,90.0,5.5,,,,
2005-12-25,1012.3,1016.1,0.0,0.0,0.0,8.9,14.5,1.8,81,49,1.8,2.7,45.0,4.7,112.5,5.7,,,,
2005-12-26,1009.7,1013.5,,,,8.1,16.3,2.5,85,50,1.5,2.7,225.0,5.3,225.0,8.0,,,,
2005-12-27,1012.0,1015.8,0.0,0.0,0.0,8.8,16.5,0.5,79,40,1.5,3.5,67.5,7.1,67.5,7.8,,,,
2005-12-28,998.4,1002.1,,,,9.5,17.8,3.1,73,27,2.3,6.7,315.0,13.5,0.0,5.5,,,,
2005-12-29,1006.9,1010.7,,,,7.9,15.2,-0.1,56,26,2.8,6.3,292.5,12.3,315.0,8.8,,,,
