,glp_hPa,slp_hPa,precip-accum_mm,precip-hourmax_mm,precip-10minmax_mm,temp_C,temp-max_C,temp-min_C,rh_percent,rh-min_percent,wspd_ms,wspd-max_ms,wdir-max_deg,wspd-max-inst_ms,wdir-max-inst_deg,sunlit_h,snowfall-accum_cm,snowdepth-accum_cm,WeaCon-day830-17_x,xxx
1999-04-30,1018.6,1022.3,,,,10.8,18.6,2.3,81,46,2.8,7.7,202.5,14.3,202.5,6.2,,,,
1999-05-01,1004.4,1008.0,0.0,0.0,0.0,15.6,21.7,7.0,71,50,5.1,11.7,202.5,26.2,225.0,6.5,,,,
1999-05-02,1013.2,1016.9,0.5,0.5,0.5,8.2,12.7,4.7,58,34,2.9,4.9,90.0,10.4,67.5,7.6,,,,
1999-05-03,1015.9,1019.6,,,,10.2,15.3,4.8,73,53,1.9,4.0,90.0,9.5,112.5,2.4,,,,
1999-05-04,1009.5,1013.2,,,,12.1,17.7,5.8,71,33,1.8,4.3,45.0,10.6,45.0,0.5,,,,
1999-05-05,1006.1,1009.8,0.5,0.5,0.5,9.8,13.6,6.0,79,62,3.0,5.1,67.5,10.2,45.0,0.6,,,,
1999-05-06,1003.1,1006.8,0.5,0.5,0.5,8.2,15.2,2.4,69,32,3.1,8.9,315.0,17.6,270.0,6.9,,,,
1999-05-07,1014.9,1018.6,,,,7.1,13.6,0.2,44,21,4.2,8.2,292.5,18.5,315.0,8.4,,,,
1999-05-08,1020.3,1024.1,,,,8.5,16.7,-2.5,54,19,2.7,5.9,180.0,12.5,202.5,11.8,,,,
1999-05-09,1015.3,1019.1,7.5,3.5,1.5,11.0,16.0,4.2,79,52,1.8,3.9,225.0,6.9,225.0,,,,,
1999-05-10,1006.5,1010.1,39.0,8.0,2.5,14.6,16.5,11.8,91,79,4.6,9.0,90.0,20.4,112.5,,,,,
1999-05-11,1003.8,1007.4,1.5,1.0,0.5,15.8,19.6,13.6,86,65,2.6,4.5,90.0,9.9,67.5,1.2,,,,
1999-05-12,994.3,997.8,0.0,0.0,0.0,17.7,23.4,13.0,71,40,5.2,12.3,180.0,22.9,180.0,7.5,,,,
1999-05-13,1002.3,1006.0,5.0,3.5,2.0,13.2,21.7,7.2,72,28,2.1,5.4,22.5,12.9,45.0,5.8,,,,
1999-05-14,1014.4,1018.1,,,,12.3,19.2,4.4,67,25,2.3,5.4,90.0,9.6,90.0,11.1,,,,
1999-05-15,1013.5,1017.1,0.0,0.0,0.0,13.4,18.8,8.5,73,52,2.2,3.8,180.0,7.3,157.5,1.9,,,,
1999-05-16,1013.2,1016.8,,,,14.1,21.2,5.8,66,24,2.0,4.9,135.0,9.2,135.0,7.7,,,,
1999-05-17,1014.5,1018.1,0.5,0.5,0.5,14.5,18.4,10.7,79,57,2.2,4.8,157.5,8.7,157.5,,,,,
1999-05-18,1009.3,1013.0,17.0,5.0,1.5,13.5,15.3,11.7,93,82,2.2,4.0,22.5,7.2,22.5,,,,,
1999-05-19,1010.1,1013.7,0.0,0.0,0.0,15.8,22.0,11.0,80,53,2.0,4.6,90.0,8.6,90.0,8.9,,,,
1999-05-20,1017.5,1021.2,2.5,2.0,1.5,14.3,18.5,10.4,70,53,2.9,5.8,90.0,12.0,112.5,8.9,,,,
1999-05-21,1015.9,1019.6,,,,16.2,22.8,10.7,70,47,2.4,5.5,180.0,10.8,202.5,9.5,,,,
1999-05-22,1012.2,1015.8,9.0,3.5,1.0,15.1,18.9,12.3,87,65,2.3,4.6,157.5,9.6,112.5,,,,,
1999-05-23,1005.9,1009.5,79.5,8.0,2.0,14.1,15.6,12.3,95,91,4.3,8.2,45.0,20.5,45.0,,,,,
1999-05-24,1001.6,1005.2,14.0,8.0,1.5,14.8,19.7,11.9,90,71,3.4,6.6,22.5,17.8,22.5,0.5,,,,
1999-05-25,1004.9,1008.5,1.0,0.5,0.5,16.0,19.6,13.2,88,69,2.0,3.6,0.0,7.8,45.0,1.1,,,,
1999-05-26,1002.9,1006.5,,,,17.4,22.7,13.5,78,52,2.1,4.6,90.0,8.7,90.0,8.0,,,,
1999-05-27,999.7,1003.2,7.0,3.0,1.5,16.5,22.2,12.1,83,63,2.6,6.3,112.5,12.1,112.5,2.0,,,,
1999-05-28,1009.1,1012.8,9.5,3.0,1.0,10.5,15.8,3.2,74,46,3.0,5.4,45.0,11.9,22.5,4.4,,,,
1999-05-29,1020.9,1024.7,,,,10.4,18.1,0.7,57,20,2.1,4.9,135.0,8.4,157.5,13.0,,,,
