,glp_hPa,slp_hPa,precip-accum_mm,precip-hourmax_mm,precip-10minmax_mm,temp_C,temp-max_C,temp-min_C,rh_percent,rh-min_percent,wspd_ms,wspd-max_ms,wdir-max_deg,wspd-max-inst_ms,wdir-max-inst_deg,sunlit_h,snowfall-accum_cm,snowdepth-accum_cm,WeaCon-day6-18_x,WeaCon-night18-n6_x
2019-09-30,1014.1,1017.2,0.0,0.0,0.0,26.2,30.2,22.7,72,49,1.6,3.0,112.5,5.3,90.0,3.2,,,,
2019-10-01,1014.1,1017.3,0.0,0.0,0.0,25.9,31.0,21.8,83,66,2.0,4.4,90.0,8.2,67.5,5.1,,,,
2019-10-02,1014.3,1017.4,0.0,0.0,0.0,24.0,27.2,22.0,86,71,2.4,4.3,67.5,8.3,67.5,0.3,,,,
2019-10-03,1015.9,1019.1,0.0,0.0,0.0,22.8,24.7,21.4,84,71,1.7,3.5,67.5,6.6,45.0,0.0,,,,
2019-10-04,1015.5,1018.6,0.0,0.0,0.0,24.9,28.3,22.2,83,69,1.4,2.6,90.0,4.8,90.0,1.5,,,,
2019-10-05,1013.6,1016.7,,,,26.8,33.6,21.8,84,48,1.9,4.6,157.5,8.5,180.0,8.6,,,,
2019-10-06,1012.5,1015.6,,,,27.3,33.1,22.4,83,52,1.8,3.9,157.5,7.5,90.0,8.4,,,,
2019-10-07,1009.4,1012.5,2.0,2.0,2.0,27.8,31.5,23.4,87,62,2.1,4.6,135.0,9.0,67.5,6.9,,,,
2019-10-08,1000.4,1003.5,104.0,26.5,8.5,27.9,33.5,24.8,85,57,4.7,12.3,315.0,29.6,67.5,3.1,,,,
2019-10-09,1010.0,1013.1,5.0,4.0,1.5,28.8,34.9,24.2,80,56,1.8,4.1,337.5,7.3,315.0,11.1,,,,
2019-10-10,1008.7,1011.9,9.0,8.0,4.0,26.5,32.5,23.6,90,65,1.6,4.6,315.0,8.9,337.5,2.5,,,,
2019-10-11,1010.2,1013.3,,0.0,,23.9,27.6,19.5,74,54,2.2,4.1,90.0,7.9,135.0,9.6,,,,
2019-10-12,1014.0,1017.2,,,,20.7,23.5,16.9,78,61,1.8,3.4,67.5,7.0,45.0,0.0,,,,
2019-10-13,1011.9,1015.1,0.5,0.5,0.5,21.4,26.1,16.5,87,67,1.7,3.2,315.0,5.8,315.0,1.5,,,,
2019-10-14,1007.0,1010.1,0.5,0.5,0.5,23.9,29.7,17.2,77,50,2.3,3.8,45.0,8.4,45.0,9.9,,,,
2019-10-15,1000.0,1003.2,31.0,9.5,3.5,23.0,25.4,21.8,98,90,1.6,3.4,22.5,7.4,22.5,0.4,,,,
2019-10-16,1006.5,1009.6,,,,24.7,29.6,21.6,83,57,2.2,4.4,67.5,10.4,67.5,10.2,,,,
2019-10-17,1008.6,1011.8,7.5,2.0,1.0,20.3,25.2,17.4,87,60,1.7,3.2,45.0,6.2,22.5,2.6,,,,
2019-10-18,1010.7,1013.9,,,,20.3,25.7,15.5,81,54,1.8,3.6,90.0,6.8,90.0,8.0,,,,
2019-10-19,1014.5,1017.7,,,,21.0,26.3,15.5,72,47,1.5,2.6,90.0,5.9,315.0,6.8,,,,
2019-10-20,1018.3,1021.5,0.5,0.5,0.5,20.5,23.4,17.9,81,65,2.0,3.6,67.5,6.2,45.0,0.1,,,,
2019-10-21,1015.5,1018.7,5.0,3.5,1.5,21.2,26.5,15.5,85,61,2.3,4.2,67.5,8.4,67.5,5.5,,,,
2019-10-22,1004.8,1008.0,7.5,6.5,2.0,25.4,30.8,19.5,87,69,4.7,9.9,202.5,18.7,202.5,5.6,,,,
2019-10-23,1008.1,1011.3,0.0,0.0,0.0,24.0,28.7,20.9,81,58,2.0,4.1,112.5,8.5,112.5,4.7,,,,
2019-10-24,1016.3,1019.4,0.0,0.0,0.0,22.8,27.7,19.2,73,51,1.7,3.0,45.0,5.2,67.5,9.2,,,,
2019-10-25,1023.2,1026.4,,,,20.7,25.0,16.7,76,59,2.1,3.5,90.0,6.4,112.5,7.6,,,,
2019-10-26,1023.4,1026.6,,,,20.6,27.4,14.7,84,57,1.4,3.8,90.0,6.5,112.5,9.6,,,,
2019-10-27,1019.2,1022.4,0.0,0.0,0.0,23.1,29.3,17.5,78,44,1.9,4.0,202.5,8.1,225.0,3.5,,,,
2019-10-28,1012.9,1016.1,0.0,0.0,0.0,24.0,27.5,20.7,85,70,1.7,3.9,180.0,6.2,202.5,2.3,,,,
2019-10-29,1013.6,1016.7,,,,23.1,28.1,17.9,80,48,1.9,3.7,135.0,6.9,135.0,10.5,,,,
