,glp_hPa,slp_hPa,precip-accum_mm,precip-hourmax_mm,precip-10minmax_mm,temp_C,temp-max_C,temp-min_C,rh_percent,rh-min_percent,wspd_ms,wspd-max_ms,wdir-max_deg,wspd-max-inst_ms,wdir-max-inst_deg,sunlit_h,snowfall-accum_cm,snowdepth-accum_cm,WeaCon-day830-17_x,xxx
1990-10-31,1004.9,1008.4,0.0,0.0,0.0,22.9,29.3,17.4,78,47,2.7,4.8,45.0,9.9,315.0,9.8,,,,
1990-11-01,1012.9,1016.5,0.0,0.0,0.0,19.1,22.8,14.4,80,61,1.8,3.1,112.5,5.2,135.0,2.8,,,,
1990-11-02,1019.9,1023.5,,,,19.5,24.7,12.4,79,60,2.2,3.8,90.0,7.2,112.5,6.2,,,,
1990-11-03,1015.5,1019.1,0.0,0.0,0.0,22.1,26.1,18.9,83,66,2.3,4.1,90.0,6.3,112.5,1.0,,,,
1990-11-04,1011.9,1015.4,0.0,0.0,0.0,23.1,26.9,20.9,85,68,1.8,4.7,67.5,7.9,67.5,0.6,,,,
1990-11-05,1010.1,1013.6,2.0,2.0,1.5,22.5,27.8,19.2,80,64,2.3,5.4,202.5,10.0,202.5,2.0,,,,
1990-11-06,1011.5,1015.1,2.0,1.0,0.5,17.9,21.0,15.4,81,60,1.9,3.9,315.0,6.6,315.0,,,,,
1990-11-07,1000.2,1003.8,66.5,15.5,9.0,17.5,20.1,15.1,95,88,3.1,8.3,315.0,15.9,292.5,,,,,
1990-11-08,1011.0,1014.6,0.0,0.0,0.0,16.9,20.4,14.3,75,55,2.1,4.3,45.0,7.6,45.0,0.6,,,,
1990-11-09,1020.8,1024.5,0.0,0.0,0.0,13.6,19.2,8.1,74,48,2.3,4.9,45.0,9.9,22.5,5.5,,,,
1990-11-10,1025.8,1029.5,,,,12.6,19.4,5.4,77,44,1.7,4.0,90.0,6.1,112.5,10.1,,,,
1990-11-11,1022.2,1025.9,,,,15.6,21.3,9.3,77,59,2.0,3.4,112.5,5.7,90.0,4.0,,,,
1990-11-12,1015.5,1019.1,8.0,3.0,1.0,16.3,18.2,13.7,96,92,1.8,3.9,315.0,6.7,315.0,,,,,
1990-11-13,1008.5,1012.0,0.5,0.5,0.5,20.2,24.3,16.6,88,71,1.7,3.1,157.5,5.5,157.5,1.9,,,,
1990-11-14,1012.2,1015.8,4.5,2.0,1.0,18.5,21.1,17.0,92,75,1.9,4.3,90.0,8.3,67.5,,,,,
1990-11-15,1011.6,1015.2,0.0,0.0,0.0,18.3,22.6,15.5,85,70,1.8,3.6,90.0,6.6,90.0,2.5,,,,
1990-11-16,1012.8,1016.4,,,,18.3,22.7,15.0,89,68,1.5,3.8,90.0,6.0,90.0,2.7,,,,
1990-11-17,1008.9,1012.4,0.0,0.0,0.0,19.1,24.0,15.5,79,59,2.2,5.0,90.0,8.9,90.0,4.9,,,,
1990-11-18,1010.3,1013.9,,,,16.7,22.6,12.4,75,45,1.4,3.5,112.5,6.1,112.5,8.2,,,,
1990-11-19,1014.0,1017.6,,,,16.0,22.9,10.3,78,47,1.8,3.2,45.0,5.2,90.0,8.6,,,,
1990-11-20,1016.7,1020.4,,,,15.6,21.4,8.5,66,31,2.8,4.9,67.5,10.3,90.0,10.4,,,,
1990-11-21,1016.5,1020.2,,,,15.1,20.7,10.5,65,41,3.5,6.2,45.0,12.9,45.0,7.5,,,,
1990-11-22,1016.8,1020.5,4.5,3.0,1.0,14.5,19.5,8.4,79,55,2.9,4.6,45.0,9.2,45.0,5.0,,,,
1990-11-23,1013.9,1017.6,8.0,1.5,0.5,14.5,18.3,10.9,86,72,2.6,4.6,22.5,9.0,22.5,,,,,
1990-11-24,1011.2,1014.8,0.0,0.0,0.0,15.1,20.0,8.7,75,51,2.1,3.4,112.5,6.0,112.5,6.2,,,,
1990-11-25,997.9,1001.4,19.0,8.5,3.5,15.8,21.1,10.2,88,63,2.9,6.4,292.5,16.5,292.5,3.7,,,,
1990-11-26,1006.9,1010.6,,,,14.5,22.8,8.2,63,41,2.8,6.5,292.5,11.7,292.5,9.9,,,,
1990-11-27,1018.5,1022.2,,,,12.3,18.2,7.6,67,42,1.7,3.0,112.5,4.8,112.5,9.5,,,,
1990-11-28,1022.7,1026.4,,,,12.9,19.1,7.2,80,50,1.6,3.0,112.5,5.1,112.5,8.2,,,,
1990-11-29,1021.1,1024.8,35.5,7.0,2.5,11.8,13.4,9.7,95,80,2.1,5.1,337.5,9.5,337.5,,,,,
1990-11-30,1013.9,1017.6,15.5,6.0,2.0,15.1,21.3,11.3,78,51,2.6,6.1,337.5,11.0,337.5,8.5,,,,
