,glp_hPa,slp_hPa,precip-accum_mm,precip-hourmax_mm,precip-10minmax_mm,temp_C,temp-max_C,temp-min_C,rh_percent,rh-min_percent,wspd_ms,wspd-max_ms,wdir-max_deg,wspd-max-inst_ms,wdir-max-inst_deg,sunlit_h,snowfall-accum_cm,snowdepth-accum_cm,WeaCon-day6-18_x,WeaCon-night18-n6_x
1988-12-31,1013.5,1017.3,,,,4.1,12.9,-3.1,69,30,2.5,6.5,270.0,10.4,292.5,8.8,,,,
1989-01-01,1019.8,1023.6,,,,5.2,14.0,-2.9,58,25,2.2,5.9,315.0,9.9,315.0,9.0,,,,
1989-01-02,1022.2,1026.0,,,,4.5,11.5,-1.5,83,63,1.9,3.4,45.0,6.7,45.0,3.7,,,,
1989-01-03,1014.2,1018.0,0.5,0.5,0.5,7.2,13.4,-0.5,88,59,1.1,2.2,90.0,4.1,157.5,5.2,,,,
1989-01-04,1000.9,1004.5,0.0,0.0,0.0,8.4,14.8,1.8,75,42,1.7,6.9,315.0,12.2,315.0,5.5,,,,
1989-01-05,1013.9,1017.7,,,,4.2,12.5,-2.2,61,30,1.8,4.5,270.0,7.6,315.0,8.8,,,,
1989-01-06,1019.7,1023.5,,,,4.8,13.9,-0.1,75,41,1.2,2.5,292.5,4.3,292.5,6.5,,,,
1989-01-07,1020.3,1024.1,,,,5.6,14.9,-1.1,80,41,1.2,2.7,292.5,3.7,270.0,8.2,,,,
1989-01-08,1009.3,1013.1,0.0,0.0,0.0,6.8,14.6,1.0,85,71,1.3,5.4,202.5,12.1,202.5,0.2,,,,
1989-01-09,1009.4,1013.1,,,,4.8,10.8,-1.8,61,35,1.2,3.6,270.0,5.8,22.5,4.0,,,,
1989-01-10,1014.2,1018.0,,,,3.3,11.9,-3.9,63,28,1.6,3.0,180.0,4.8,157.5,8.6,,,,
1989-01-11,1020.5,1024.3,,,,4.7,13.3,-4.3,69,28,1.6,3.2,315.0,4.7,315.0,8.5,,,,
1989-01-12,1018.1,1021.9,0.0,0.0,0.0,7.8,11.7,3.8,77,58,1.6,2.9,315.0,4.9,22.5,,,,,
1989-01-13,1008.3,1012.0,,,,6.1,13.5,0.2,86,59,1.4,3.5,180.0,6.0,180.0,8.5,,,,
1989-01-14,1001.8,1005.5,,,,4.8,12.7,-2.0,64,25,2.6,5.7,292.5,10.6,292.5,8.3,,,,
1989-01-15,1004.1,1007.9,,,,2.1,8.9,-4.0,43,20,3.3,7.1,270.0,11.9,292.5,8.9,,,,
1989-01-16,1011.9,1015.7,,,,3.0,9.4,-3.2,40,28,4.6,8.3,292.5,15.5,292.5,8.6,,,,
1989-01-17,1017.8,1021.6,,,,3.0,11.7,-4.8,60,27,2.1,4.3,202.5,8.9,202.5,8.4,,,,
1989-01-18,1015.4,1019.3,,,,2.7,11.3,-2.8,82,50,1.2,3.5,292.5,4.8,270.0,4.0,,,,
1989-01-19,1010.4,1014.1,,,,4.8,16.1,-3.3,76,27,1.6,5.0,247.5,8.2,247.5,8.5,,,,
1989-01-20,1009.8,1013.6,,,,3.1,10.5,-2.9,78,38,1.5,5.8,270.0,9.5,270.0,4.2,,,,
1989-01-21,1014.6,1018.3,,,,4.9,10.1,-0.3,44,26,4.3,7.9,292.5,13.2,270.0,8.9,,,,
1989-01-22,1020.4,1024.3,,,,2.1,8.9,-4.9,54,30,1.3,3.7,292.5,5.2,292.5,8.5,,,,
1989-01-23,1010.9,1014.7,,,,2.0,10.3,-4.1,74,48,1.5,2.7,292.5,4.5,292.5,8.1,,,,
1989-01-24,1005.8,1009.6,,,,3.5,10.3,-2.8,56,23,3.7,12.3,315.0,20.6,315.0,8.6,,,,
1989-01-25,1012.5,1016.3,,,,2.6,10.4,-3.9,51,26,3.0,7.1,270.0,12.9,270.0,8.8,,,,
1989-01-26,1013.1,1016.9,,,,0.0,7.7,-6.2,72,39,1.2,2.3,202.5,3.5,202.5,5.3,,,,
1989-01-27,1011.7,1015.6,,,,2.0,9.7,-4.5,57,23,4.9,10.0,292.5,18.1,292.5,8.4,,,,
1989-01-28,1019.7,1023.5,,,,1.6,8.4,-4.2,47,29,2.2,5.1,292.5,9.4,292.5,8.3,,,,
1989-01-29,1022.0,1025.8,,,,1.1,9.5,-6.0,57,25,1.6,4.3,315.0,7.4,315.0,8.7,,,,
1989-01-30,1024.4,1028.2,,,,2.2,9.8,-6.9,60,29,1.1,2.8,247.5,4.5,225.0,6.0,,,,
