,glp_hPa,slp_hPa,precip-accum_mm,precip-hourmax_mm,precip-10minmax_mm,temp_C,temp-max_C,temp-min_C,rh_percent,rh-min_percent,wspd_ms,wspd-max_ms,wdir-max_deg,wspd-max-inst_ms,wdir-max-inst_deg,sunlit_h,snowfall-accum_cm,snowdepth-accum_cm,WeaCon-day830-17_x,xxx
2005-07-31,1002.6,1006.1,1.0,0.5,0.5,23.6,26.0,21.0,91,83,1.7,4.6,180.0,9.2,202.5,,,,,
2005-08-01,1000.4,1003.9,0.5,0.5,0.5,23.3,30.3,18.8,85,58,2.8,5.5,67.5,12.2,67.5,2.6,,,,
2005-08-02,1004.1,1007.7,12.0,9.0,4.0,19.2,21.6,17.8,86,78,3.0,4.1,67.5,9.0,67.5,,,,,
2005-08-03,997.3,1000.9,41.5,9.0,2.0,19.7,21.6,17.8,96,95,2.4,4.5,45.0,10.9,45.0,,,,,
2005-08-04,995.2,998.7,5.5,4.5,1.0,22.3,27.8,18.6,88,70,2.3,4.8,90.0,9.2,67.5,3.8,,,,
2005-08-05,998.5,1002.1,27.0,7.0,3.0,20.0,23.5,18.1,94,79,1.8,3.6,67.5,8.2,45.0,0.1,,,,
2005-08-06,1002.2,1005.7,0.0,0.0,0.0,22.8,28.8,17.8,83,58,2.0,4.4,180.0,8.2,202.5,5.5,,,,
2005-08-07,1007.4,1011.0,0.0,0.0,0.0,20.9,24.2,17.8,81,63,3.0,5.2,67.5,11.3,112.5,5.9,,,,
2005-08-08,1008.5,1012.2,13.0,7.5,2.5,19.6,22.5,17.3,92,83,2.2,3.8,90.0,8.3,67.5,,,,,
2005-08-09,999.4,1002.9,5.0,5.5,1.0,25.1,29.9,20.6,84,66,2.1,5.0,90.0,11.7,90.0,6.1,,,,
2005-08-10,1001.0,1004.5,0.0,0.0,0.0,26.3,33.3,21.2,79,44,1.9,4.3,67.5,9.3,67.5,5.4,,,,
2005-08-11,1002.1,1005.7,0.0,0.0,0.0,19.1,21.2,17.7,90,83,3.1,5.4,67.5,11.2,45.0,,,,,
2005-08-12,1010.7,1014.3,0.0,0.0,0.0,20.3,24.8,17.8,82,66,2.1,3.7,67.5,6.2,112.5,0.2,,,,
2005-08-13,1012.7,1016.3,1.5,0.5,0.5,20.8,22.9,18.3,94,86,1.8,3.0,67.5,6.4,67.5,,,,,
2005-08-14,1014.1,1017.7,0.0,0.0,0.0,25.1,31.5,21.3,85,59,1.9,3.8,90.0,7.3,112.5,5.8,,,,
2005-08-15,1013.2,1016.7,0.0,0.0,0.0,25.4,29.7,22.3,87,71,1.5,3.2,180.0,6.5,180.0,0.3,,,,
2005-08-16,1010.6,1014.1,,,,26.6,31.2,22.7,85,64,1.5,3.7,180.0,7.8,180.0,1.4,,,,
2005-08-17,1006.8,1010.3,0.0,0.0,0.0,27.4,34.1,22.7,80,48,1.8,4.7,180.0,8.1,180.0,9.2,,,,
2005-08-18,1002.8,1006.3,,,,25.4,32.8,18.8,75,32,2.4,6.6,315.0,13.1,315.0,5.4,,,,
2005-08-19,1003.9,1007.4,0.0,0.0,0.0,23.4,28.8,17.2,70,47,2.0,3.6,135.0,6.9,157.5,5.0,,,,
2005-08-20,1003.2,1006.7,0.0,0.0,0.0,25.6,30.8,19.4,75,53,2.2,4.1,180.0,8.7,180.0,9.0,,,,
2005-08-21,1004.8,1008.4,0.0,0.0,0.0,22.3,24.9,20.3,83,75,3.1,6.4,90.0,11.7,67.5,0.2,,,,
2005-08-22,1006.5,1010.1,,,,21.7,26.1,19.6,78,60,2.5,3.6,90.0,7.1,112.5,3.6,,,,
2005-08-23,1006.3,1009.9,0.0,0.0,0.0,22.9,26.9,17.5,84,71,1.8,3.9,157.5,7.0,157.5,0.3,,,,
2005-08-24,1004.6,1008.1,7.5,5.5,3.0,24.9,29.2,22.4,88,71,2.7,4.8,90.0,10.0,90.0,4.4,,,,
2005-08-25,990.6,994.1,70.0,24.5,6.5,24.4,27.5,22.3,94,85,4.1,6.7,337.5,14.7,67.5,,,,,
2005-08-26,993.0,996.5,0.0,0.0,0.0,27.8,33.7,21.5,68,37,3.1,7.6,315.0,16.8,315.0,10.0,,,,
2005-08-27,1003.0,1006.5,0.0,0.0,0.0,25.8,31.3,20.6,68,46,2.3,5.3,157.5,9.0,135.0,12.7,,,,
2005-08-28,1003.4,1007.0,,,,26.9,32.7,21.7,80,57,1.9,4.2,202.5,7.3,225.0,7.1,,,,
2005-08-29,1004.3,1007.8,0.0,0.0,0.0,27.1,30.6,24.5,84,71,1.9,3.3,157.5,5.8,112.5,1.9,,,,
2005-08-30,1005.6,1009.1,0.0,0.0,0.0,27.3,32.6,24.4,81,58,2.1,4.5,202.5,8.0,180.0,4.6,,,,
