,glp_hPa,slp_hPa,precip-accum_mm,precip-hourmax_mm,precip-10minmax_mm,temp_C,temp-max_C,temp-min_C,rh_percent,rh-min_percent,wspd_ms,wspd-max_ms,wdir-max_deg,wspd-max-inst_ms,wdir-max-inst_deg,sunlit_h,snowfall-accum_cm,snowdepth-accum_cm,WeaCon-day6-18_x,WeaCon-night18-n6_x
1986-02-28,1013.4,1017.2,0.5,0.5,0.5,1.2,5.2,-2.7,72,49,2.2,4.6,22.5,9.4,22.5,3.3,,1.0,,
1986-03-01,1012.3,1016.1,,,,2.0,9.4,-3.3,62,32,1.3,3.2,45.0,5.9,45.0,6.2,,,,
1986-03-02,1006.5,1010.3,,,,2.6,13.3,-5.7,64,19,2.5,5.8,292.5,11.4,45.0,9.1,,,,
1986-03-03,1011.8,1015.6,,,,0.9,6.9,-3.1,46,24,2.1,4.3,22.5,8.2,22.5,7.8,,,,
1986-03-04,1012.2,1016.0,,,,0.4,9.2,-6.7,51,20,2.4,6.3,315.0,11.6,315.0,8.4,,,,
1986-03-05,1013.3,1017.1,,,,-0.5,6.9,-7.1,43,21,1.6,4.8,247.5,9.6,270.0,8.4,,,,
1986-03-06,1013.6,1017.4,,,,-0.1,6.8,-8.5,51,20,1.8,4.1,315.0,7.0,45.0,8.5,2.0,,,
1986-03-07,1014.2,1018.0,0.5,0.5,0.5,-1.6,2.7,-6.0,74,46,1.4,3.3,45.0,6.4,45.0,2.2,0.0,2.0,,
1986-03-08,1013.6,1017.4,,,,-0.7,7.4,-8.9,61,26,2.2,6.1,292.5,11.4,292.5,8.0,,,,
1986-03-09,1017.5,1021.4,,,,-0.4,7.1,-7.4,51,24,2.2,5.9,315.0,10.9,337.5,9.3,,,,
1986-03-10,1013.2,1017.0,0.0,0.0,0.0,0.1,2.9,-5.8,58,43,2.3,4.5,22.5,10.3,22.5,,0.0,,,
1986-03-11,1012.4,1016.2,,,,1.2,8.2,-5.6,50,23,1.7,4.5,292.5,8.9,292.5,9.5,,,,
1986-03-12,1013.0,1016.8,,,,2.2,10.3,-7.2,64,31,1.3,3.2,180.0,6.6,157.5,8.9,,,,
1986-03-13,1007.9,1011.7,,,,5.0,13.0,-4.1,69,35,2.2,5.0,90.0,9.4,45.0,5.8,,,,
1986-03-14,1003.2,1006.9,2.5,1.0,0.5,4.4,6.2,0.9,74,55,3.0,6.3,315.0,12.0,337.5,,,,,
1986-03-15,1010.4,1014.2,,,,-0.4,6.1,-2.0,48,23,3.9,8.9,292.5,16.5,292.5,8.8,,,,
1986-03-16,1020.3,1024.1,,,,-0.2,9.4,-10.1,47,19,1.9,6.7,270.0,12.7,270.0,10.1,,,,
1986-03-17,1017.4,1021.2,9.0,2.0,0.5,-0.6,3.6,-5.8,75,51,1.9,3.8,22.5,7.2,22.5,,22.0,0.0,,
1986-03-18,1004.3,1008.1,14.5,2.5,0.5,0.7,4.1,-1.9,89,67,3.0,5.8,315.0,11.0,315.0,0.8,0.0,22.0,,
1986-03-19,1010.5,1014.4,,,,-0.3,5.9,-6.9,76,34,1.2,2.8,180.0,4.6,180.0,7.0,,10.0,,
1986-03-20,1009.0,1012.8,,,,1.2,8.1,-6.6,55,28,1.7,4.4,292.5,7.9,292.5,8.7,,7.0,,
1986-03-21,1010.7,1014.5,,,,1.6,5.7,-4.1,60,40,2.4,4.9,90.0,8.4,90.0,7.6,,6.0,,
1986-03-22,1007.6,1011.3,,,,3.5,9.1,-1.3,66,40,1.7,3.2,45.0,5.6,45.0,8.3,,,,
1986-03-23,1006.1,1009.9,,,,2.5,9.2,-2.5,55,20,2.1,5.3,292.5,11.0,22.5,5.1,,,,
1986-03-24,1009.4,1013.2,,,,1.1,7.2,-4.7,43,23,5.2,10.0,292.5,18.8,270.0,10.3,,,,
1986-03-25,1012.9,1016.7,,,,2.2,9.2,-3.7,41,20,3.6,8.1,292.5,15.5,270.0,9.6,,,,
1986-03-26,1010.0,1013.8,0.5,0.5,0.5,2.7,8.3,-3.4,67,34,2.5,6.4,90.0,10.2,67.5,5.4,2.0,,,
1986-03-27,1001.7,1005.5,1.5,0.5,0.5,1.5,6.9,-3.4,65,32,3.0,6.4,270.0,11.7,292.5,2.4,0.0,2.0,,
