,glp_hPa,slp_hPa,precip-accum_mm,precip-hourmax_mm,precip-10minmax_mm,temp_C,temp-max_C,temp-min_C,rh_percent,rh-min_percent,wspd_ms,wspd-max_ms,wdir-max_deg,wspd-max-inst_ms,wdir-max-inst_deg,sunlit_h,snowfall-accum_cm,snowdepth-accum_cm,WeaCon-day830-17_x,xxx
2008-09-30,1004.6,1008.2,0.0,0.0,0.0,25.6,29.5,22.2,84,65,1.9,3.5,135.0,6.3,157.5,1.7,,,,
2008-10-01,1003.2,1006.7,0.0,0.0,0.0,26.7,30.6,24.3,83,66,2.2,4.6,112.5,8.2,90.0,6.2,,,,
2008-10-02,1001.9,1005.4,,,,27.2,33.0,23.3,78,43,2.4,4.4,135.0,7.9,157.5,9.5,,,,
2008-10-03,1007.2,1010.7,,,,24.9,29.1,22.8,84,67,2.7,4.7,90.0,10.3,90.0,2.8,,,,
2008-10-04,1012.1,1015.7,,,,24.3,27.5,22.6,84,71,1.6,3.5,90.0,6.4,67.5,1.9,,,,
2008-10-05,1012.7,1016.3,,,,25.0,29.4,22.4,85,67,1.6,3.6,90.0,6.9,90.0,1.5,,,,
2008-10-06,1009.5,1013.0,0.0,0.0,0.0,24.7,29.8,21.9,84,63,1.7,4.7,90.0,8.8,67.5,3.5,,,,
2008-10-07,1007.7,1011.2,,,,24.3,30.6,19.5,80,51,1.7,4.5,112.5,7.3,135.0,7.3,,,,
2008-10-08,1012.5,1016.1,,,,22.1,28.7,16.4,71,35,1.8,4.4,112.5,,112.5,11.8,,,,
2008-10-09,1015.4,1019.1,,,,21.6,26.6,15.9,73,50,2.3,4.4,67.5,7.8,67.5,9.9,,,,
2008-10-10,1009.2,1012.8,35.0,9.0,5.5,21.0,25.3,16.2,86,64,2.3,4.2,0.0,8.7,0.0,3.4,,,,
2008-10-11,1005.3,1008.8,0.5,2.5,0.5,23.9,30.8,18.7,76,41,1.9,4.5,292.5,,292.5,10.7,,,,
2008-10-12,1009.8,1013.3,,,,23.6,28.9,19.1,80,53,1.7,4.3,112.5,,112.5,6.6,,,,
2008-10-13,1011.7,1015.3,0.0,0.0,0.0,23.3,28.2,20.2,81,56,1.8,3.9,112.5,7.3,112.5,7.0,,,,
2008-10-14,1011.3,1014.9,0.0,0.0,0.0,23.0,26.3,20.7,82,67,2.1,3.8,112.5,6.5,112.5,1.1,,,,
2008-10-15,1008.0,1011.6,5.0,1.5,0.5,21.7,25.4,18.5,87,66,1.6,3.9,90.0,6.4,90.0,2.2,,,,
2008-10-16,1011.2,1014.8,,,,22.4,27.0,17.3,83,56,2.0,4.6,112.5,7.4,112.5,10.3,,,,
2008-10-17,1012.9,1016.5,0.5,0.5,0.5,22.1,24.4,20.1,89,77,1.4,2.5,157.5,,135.0,0.0,,,,
2008-10-18,1009.7,1013.3,4.5,1.5,1.0,22.4,24.9,19.8,89,71,1.3,3.2,22.5,5.4,45.0,0.0,,,,
2008-10-19,1006.8,1010.3,20.0,6.5,1.5,22.7,27.3,19.6,83,61,2.7,4.7,90.0,8.8,45.0,2.8,,,,
2008-10-20,1006.0,1009.6,18.0,7.5,3.0,21.4,26.1,18.2,89,67,1.6,3.6,45.0,6.1,45.0,0.4,,,,
2008-10-21,1004.9,1008.5,12.5,5.0,4.0,19.3,22.7,16.6,90,74,2.3,5.1,67.5,11.3,67.5,0.6,,,,
2008-10-22,1004.8,1008.4,,,,21.0,27.6,15.0,85,57,1.4,3.2,202.5,6.2,225.0,5.2,,,,
2008-10-23,1008.6,1012.2,,,,21.7,28.0,16.7,71,21,1.7,4.9,157.5,8.1,135.0,10.6,,,,
2008-10-24,1004.5,1008.1,0.0,0.0,0.0,21.6,27.1,18.1,81,58,1.7,4.2,202.5,7.4,180.0,2.9,,,,
2008-10-25,998.0,1001.6,0.0,0.0,0.0,21.3,28.3,18.2,83,66,2.1,4.9,67.5,10.1,45.0,0.8,,,,
2008-10-26,1011.5,1015.2,0.0,0.0,0.0,17.9,23.2,14.3,59,32,1.8,4.0,270.0,8.2,270.0,4.3,,,,
2008-10-27,1017.0,1020.7,0.0,0.0,0.0,15.7,19.5,11.4,74,49,1.6,3.1,0.0,5.5,67.5,0.4,,,,
2008-10-28,1016.0,1019.7,16.0,2.5,0.5,15.4,16.5,14.2,90,78,1.5,2.4,22.5,4.3,22.5,0.0,,,,
2008-10-29,1012.7,1016.4,6.0,1.5,0.5,16.6,18.1,15.3,92,85,1.6,3.0,45.0,5.3,67.5,0.0,,,,
