,glp_hPa,slp_hPa,precip-accum_mm,precip-hourmax_mm,precip-10minmax_mm,temp_C,temp-max_C,temp-min_C,rh_percent,rh-min_percent,wspd_ms,wspd-max_ms,wdir-max_deg,wspd-max-inst_ms,wdir-max-inst_deg,sunlit_h,snowfall-accum_cm,snowdepth-accum_cm,WeaCon-day830-17_x,xxx
1992-01-31,1015.5,1019.3,,,,2.5,10.6,-3.2,75,42,1.6,3.7,315.0,5.2,292.5,7.4,,,,
1992-02-01,1015.7,1019.5,,,,3.4,11.1,-2.6,76,41,1.8,3.4,315.0,5.1,337.5,8.1,,,,
1992-02-02,1014.4,1018.2,,,,4.8,13.1,-2.7,73,44,2.1,3.3,67.5,6.8,67.5,7.9,,,,
1992-02-03,1015.1,1018.9,,,,4.0,12.2,-2.6,63,26,2.5,7.1,270.0,14.2,292.5,9.2,,,,
1992-02-04,1019.5,1023.4,,,,3.5,11.8,-5.1,62,29,1.9,3.3,225.0,5.9,225.0,8.8,,,,
1992-02-05,1021.1,1024.9,8.0,1.5,0.5,3.3,7.0,-1.7,87,63,1.9,4.4,45.0,8.7,45.0,,,,,
1992-02-06,1015.4,1019.2,0.0,0.0,0.0,4.5,6.5,2.8,90,81,1.8,2.9,315.0,5.1,22.5,,,,,
1992-02-07,1017.1,1020.9,,,,6.8,14.8,-0.6,65,31,2.4,6.9,292.5,13.2,270.0,8.9,,,,
1992-02-08,1012.0,1015.8,16.5,3.0,1.0,4.6,6.6,1.6,91,68,1.9,4.4,45.0,8.8,45.0,,,,,
1992-02-09,1013.4,1017.2,,,,2.3,10.8,-3.2,77,31,1.9,6.2,315.0,12.1,270.0,8.5,,,,
1992-02-10,1022.8,1026.7,,,,1.1,9.0,-5.3,71,36,1.6,4.2,225.0,6.2,202.5,8.9,,,,
1992-02-11,1017.7,1021.6,,,,1.3,8.5,-3.4,81,55,1.6,3.0,315.0,4.9,292.5,1.7,,,,
1992-02-12,1009.4,1013.2,,,,4.4,12.8,-3.3,73,38,2.1,4.0,292.5,6.1,67.5,8.7,,,,
1992-02-13,1006.4,1010.2,,,,4.6,11.8,-3.1,58,26,3.3,9.9,337.5,18.5,337.5,5.3,,,,
1992-02-14,1018.6,1022.5,,,,-1.1,5.6,-7.1,63,31,1.4,2.4,90.0,3.9,90.0,9.2,,,,
1992-02-15,1017.7,1021.6,4.0,2.5,0.5,1.5,7.8,-6.6,77,46,1.7,3.1,67.5,6.2,67.5,6.2,,,,
1992-02-16,1005.5,1009.3,0.0,0.0,0.0,4.0,9.9,-0.6,82,57,1.6,2.9,67.5,5.2,67.5,8.1,,,,
1992-02-17,1003.6,1007.4,,,,4.2,10.3,-1.2,54,28,3.3,6.1,292.5,12.4,270.0,8.0,,,,
1992-02-18,1013.9,1017.7,,,,3.2,9.1,-1.4,45,25,4.2,7.5,292.5,15.7,292.5,9.6,,,,
1992-02-19,1021.8,1025.7,,,,0.9,10.3,-6.0,58,26,1.9,5.7,292.5,11.8,270.0,9.6,,,,
1992-02-20,1020.7,1024.6,,,,0.7,7.9,-5.2,76,48,1.6,2.6,337.5,4.0,90.0,2.7,,,,
1992-02-21,1007.2,1011.0,,,,3.2,10.4,-1.4,69,39,1.7,4.5,337.5,8.5,337.5,5.1,,,,
1992-02-22,1005.0,1008.8,0.5,0.5,0.5,3.2,9.8,-4.0,66,31,2.1,6.0,337.5,11.5,337.5,8.0,1.0,0.0,,
1992-02-23,1012.2,1016.1,,,,2.1,9.0,-3.6,56,26,3.3,7.1,270.0,13.9,292.5,9.3,,1.0,,
1992-02-24,1015.0,1018.9,,,,1.2,9.8,-4.6,71,38,1.7,2.9,292.5,4.9,292.5,9.0,,,,
1992-02-25,1014.7,1018.5,0.0,0.0,0.0,3.8,10.6,-3.7,73,42,2.2,4.2,90.0,7.0,90.0,3.0,,,,
1992-02-26,1009.5,1013.2,0.5,0.5,0.5,5.9,12.4,0.3,77,42,2.0,3.6,180.0,6.7,202.5,7.0,,,,
1992-02-27,1014.3,1018.1,,,,5.8,12.7,-1.6,56,27,2.2,4.6,315.0,7.6,315.0,9.1,,,,
1992-02-28,1010.4,1014.2,,,,6.3,15.9,-2.6,68,29,2.4,6.9,315.0,14.3,315.0,8.6,,,,
1992-02-29,1010.8,1014.6,0.0,0.0,0.0,5.8,7.4,5.0,72,64,3.0,4.5,67.5,8.9,45.0,,0.0,,,
1992-03-01,1007.1,1010.9,9.5,2.0,0.5,3.0,5.3,0.6,78,55,3.3,5.2,0.0,11.5,0.0,,15.0,0.0,,
