,glp_hPa,slp_hPa,precip-accum_mm,precip-hourmax_mm,precip-10minmax_mm,temp_C,temp-max_C,temp-min_C,rh_percent,rh-min_percent,wspd_ms,wspd-max_ms,wdir-max_deg,wspd-max-inst_ms,wdir-max-inst_deg,sunlit_h,snowfall-accum_cm,snowdepth-accum_cm,WeaCon-day830-17_x,xxx
1991-07-31,1001.3,1004.8,10.5,5.5,1.5,23.3,26.0,21.1,81,68,3.4,5.6,90.0,11.2,90.0,1.5,,,,
1991-08-01,999.4,1002.9,1.0,0.5,0.5,21.0,24.1,17.5,84,67,3.1,6.4,22.5,11.6,22.5,0.7,,,,
1991-08-02,1004.4,1007.9,0.0,0.0,0.0,21.1,25.9,16.9,82,64,1.5,3.7,135.0,5.9,135.0,1.4,,,,
1991-08-03,1004.3,1007.8,1.0,1.0,0.5,23.1,28.1,17.7,79,55,2.6,5.1,157.5,8.4,135.0,4.9,,,,
1991-08-04,995.6,999.1,14.5,5.0,2.5,23.3,28.5,20.9,88,67,2.0,4.7,90.0,8.5,90.0,3.8,,,,
1991-08-05,1003.6,1007.1,57.5,22.0,6.0,21.4,25.4,19.2,87,68,2.1,4.6,67.5,8.4,90.0,3.4,,,,
1991-08-06,1004.7,1008.2,0.0,0.0,0.0,22.8,27.0,17.3,85,65,1.9,4.0,90.0,7.3,90.0,3.6,,,,
1991-08-07,995.9,999.3,0.0,0.0,0.0,26.5,32.0,21.5,77,54,2.5,4.7,90.0,9.9,67.5,4.4,,,,
1991-08-08,1005.3,1008.8,,,,23.5,29.6,19.6,73,43,2.5,6.4,67.5,11.6,90.0,5.5,,,,
1991-08-09,1007.3,1010.8,0.0,0.0,0.0,22.3,24.2,20.1,85,80,1.6,2.6,90.0,4.5,45.0,,,,,
1991-08-10,1002.4,1005.9,,,,27.4,34.1,22.2,72,43,2.1,4.3,270.0,7.6,67.5,6.6,,,,
1991-08-11,1004.1,1007.6,10.0,8.5,8.0,23.4,25.9,19.8,80,68,3.1,4.9,45.0,9.9,67.5,0.6,,,,
1991-08-12,1004.8,1008.3,6.0,3.0,1.5,20.9,22.7,19.7,89,80,2.8,4.5,67.5,9.3,45.0,,,,,
1991-08-13,1010.2,1013.8,0.0,0.0,0.0,20.3,22.3,19.4,83,73,2.4,4.1,45.0,7.2,45.0,,,,,
1991-08-14,1012.1,1015.6,0.0,0.0,0.0,22.6,26.2,19.2,79,62,2.2,4.1,112.5,7.1,90.0,5.5,,,,
1991-08-15,1004.8,1008.3,8.5,2.5,1.5,23.2,25.1,21.7,90,79,3.3,6.6,180.0,13.8,202.5,,,,,
1991-08-16,1001.4,1004.8,0.0,0.0,0.0,26.0,31.7,22.0,79,58,1.9,4.3,90.0,8.7,90.0,4.8,,,,
1991-08-17,1003.9,1007.4,4.5,1.5,0.5,23.2,26.1,20.8,89,72,1.9,4.4,67.5,9.4,67.5,1.8,,,,
1991-08-18,1009.9,1013.5,,,,22.5,26.5,19.4,79,64,2.3,4.3,67.5,8.3,90.0,3.2,,,,
1991-08-19,1007.4,1010.9,3.5,1.5,0.5,22.7,26.9,20.4,89,76,2.0,3.6,202.5,6.1,180.0,0.2,,,,
1991-08-20,1003.6,1007.0,0.0,0.0,0.0,26.4,33.2,20.3,77,45,2.1,5.8,157.5,8.8,157.5,9.4,,,,
1991-08-21,1004.2,1007.7,0.0,0.0,0.0,25.5,29.1,22.2,86,68,1.3,3.2,270.0,4.8,292.5,,,,,
1991-08-22,1004.6,1008.0,,,,27.6,34.0,22.5,79,57,1.4,3.2,180.0,5.9,180.0,9.7,,,,
1991-08-23,1001.7,1005.1,9.5,9.5,8.5,28.2,36.8,22.9,79,43,2.1,5.0,45.0,9.6,45.0,9.4,,,,
1991-08-24,1000.1,1003.5,,,,27.9,34.1,22.6,76,49,2.2,4.7,135.0,7.3,135.0,9.0,,,,
1991-08-25,997.9,1001.3,,,,27.9,34.3,22.8,77,55,3.0,7.1,180.0,13.9,202.5,8.5,,,,
1991-08-26,1000.9,1004.4,0.0,0.0,0.0,26.6,32.4,22.4,77,49,1.4,2.9,180.0,5.2,180.0,3.3,,,,
1991-08-27,1004.2,1007.6,0.0,0.0,0.0,27.7,33.0,23.2,75,51,1.9,4.7,90.0,7.2,90.0,5.9,,,,
1991-08-28,1005.2,1008.6,,,,27.5,34.1,22.8,76,52,2.2,5.5,67.5,10.0,67.5,10.3,,,,
1991-08-29,1003.9,1007.3,0.0,0.0,0.0,26.1,29.8,23.0,84,70,3.0,5.4,202.5,11.8,202.5,,,,,
1991-08-30,1004.8,1008.3,,,,28.3,35.4,23.9,79,50,2.2,4.5,112.5,7.9,90.0,9.4,,,,
