,glp_hPa,slp_hPa,precip-accum_mm,precip-hourmax_mm,precip-10minmax_mm,temp_C,temp-max_C,temp-min_C,rh_percent,rh-min_percent,wspd_ms,wspd-max_ms,wdir-max_deg,wspd-max-inst_ms,wdir-max-inst_deg,sunlit_h,snowfall-accum_cm,snowdepth-accum_cm,WeaCon-day830-17_x,xxx
2009-07-31,999.7,1003.3,2.5,,,21.4,25.0,19.7,90,76.0,2.0,4.2,67.5,7.8,45.0,0.0,,,,
2009-08-01,998.4,1002.0,6.5,2.0,0.5,19.8,21.4,18.6,95,92.0,2.1,3.9,45.0,7.4,67.5,0.0,,,,
2009-08-02,1002.9,1006.5,1.5,1.0,0.5,21.2,24.3,18.5,88,74.0,,,90.0,,90.0,0.7,,,,
2009-08-03,1005.3,1008.9,2.0,1.0,0.5,22.1,26.4,20.0,87,66.0,1.9,3.8,90.0,6.2,67.5,4.0,,,,
2009-08-04,1012.1,1015.7,0.0,0.0,0.0,22.0,24.8,19.7,87,74.0,1.8,4.6,180.0,7.8,180.0,0.1,,,,
2009-08-05,1013.4,1017.0,9.0,7.5,3.0,22.4,24.8,19.1,92,82.0,1.9,4.3,202.5,,202.5,0.0,,,,
2009-08-06,1010.0,1013.5,,,,25.6,,,82,,,,202.5,,202.5,7.4,,,,
2009-08-07,1004.9,1008.5,1.5,1.0,1.0,25.4,27.9,24.1,84,74.0,3.9,7.4,180.0,13.1,157.5,0.8,,,,
2009-08-08,1001.4,1004.9,1.0,,,26.4,30.3,22.8,82,66.0,2.7,4.9,180.0,8.7,180.0,2.8,,,,
2009-08-09,997.0,1000.5,0.0,0.0,0.0,26.9,30.1,22.6,76,62.0,4.3,8.6,202.5,14.5,225.0,2.3,,,,
2009-08-10,1007.0,1010.6,,,,21.9,25.0,18.4,73,55.0,1.9,3.4,112.5,6.8,135.0,2.2,,,,
2009-08-11,1010.1,1013.7,0.0,0.0,0.0,23.6,28.4,17.9,76,53.0,1.4,3.5,135.0,5.3,157.5,1.3,,,,
2009-08-12,1005.2,1008.8,0.0,0.0,0.0,26.3,33.0,20.4,79,56.0,2.6,6.3,202.5,11.7,225.0,6.2,,,,
2009-08-13,1009.2,1012.8,,,,25.2,29.1,22.0,67,51.0,2.2,4.1,90.0,8.2,90.0,6.9,,,,
2009-08-14,1002.7,1006.2,,,,27.2,32.8,21.8,74,52.0,3.2,7.0,180.0,11.7,202.5,10.2,,,,
2009-08-15,1004.0,1007.5,0.0,0.0,0.0,26.7,30.5,22.8,68,49.0,2.6,4.0,90.0,8.0,90.0,11.2,,,,
2009-08-16,1006.0,1009.6,1.5,0.5,0.5,24.7,29.1,21.1,82,61.0,2.0,4.0,180.0,6.8,315.0,4.4,,,,
2009-08-17,1004.1,1007.6,0.0,0.0,0.0,25.7,29.6,22.7,86,70.0,1.2,2.7,135.0,4.5,157.5,0.3,,,,
2009-08-18,999.1,1002.6,0.0,0.0,0.0,26.7,31.7,22.4,82,62.0,2.5,5.5,202.5,10.0,202.5,2.0,,,,
2009-08-19,1003.8,1007.3,,,,24.7,28.8,20.8,73,53.0,2.8,4.5,90.0,8.4,112.5,6.9,,,,
2009-08-20,999.6,1003.2,3.0,1.5,0.5,21.3,22.9,20.7,91,80.0,1.9,3.7,45.0,6.7,45.0,0.0,,,,
2009-08-21,996.6,1000.2,1.5,1.5,0.5,22.5,25.0,20.7,94,84.0,1.6,4.1,180.0,6.8,135.0,0.0,,,,
2009-08-22,1003.5,1007.1,3.5,,,23.3,28.0,20.9,90,66.0,2.2,4.0,90.0,7.4,90.0,2.1,,,,
2009-08-23,1005.1,1008.6,0.0,0.0,0.0,26.3,29.3,22.9,85,67.0,3.0,5.7,202.5,10.6,180.0,1.1,,,,
2009-08-24,1003.6,1007.1,1.0,1.0,0.5,27.2,31.5,23.9,82,63.0,4.3,7.6,202.5,13.7,225.0,7.3,,,,
2009-08-25,1003.5,1007.0,,,,28.3,33.0,24.1,78,57.0,3.4,6.8,202.5,12.4,180.0,10.9,,,,
2009-08-26,1003.7,1007.2,1.5,1.5,0.5,26.9,32.7,22.7,80,55.0,3.6,6.9,180.0,11.6,180.0,5.9,,,,
2009-08-27,1004.8,1008.3,2.0,2.0,1.0,25.8,28.5,23.3,86,71.0,2.8,5.4,180.0,9.1,180.0,0.6,,,,
2009-08-28,1003.3,1006.8,0.5,0.5,0.5,27.6,31.8,24.1,82,64.0,3.7,6.9,202.5,12.5,225.0,3.8,,,,
2009-08-29,1002.9,1006.4,0.0,0.0,0.0,26.5,33.2,20.7,81,60.0,3.3,6.0,180.0,11.4,202.5,3.6,,,,
2009-08-30,1006.9,1010.5,0.0,0.0,0.0,22.6,26.6,21.0,80,66.0,2.8,4.2,45.0,8.7,22.5,2.4,,,,
