,glp_hPa,slp_hPa,precip-accum_mm,precip-hourmax_mm,precip-10minmax_mm,temp_C,temp-max_C,temp-min_C,rh_percent,rh-min_percent,wspd_ms,wspd-max_ms,wdir-max_deg,wspd-max-inst_ms,wdir-max-inst_deg,sunlit_h,snowfall-accum_cm,snowdepth-accum_cm,WeaCon-day830-17_x,xxx
1993-03-31,1003.9,1007.7,4.0,2.0,0.5,5.2,12.6,-0.7,76,33,2.1,5.3,90.0,10.0,67.5,5.0,,,,
1993-04-01,1010.2,1014.0,0.0,0.0,0.0,3.9,9.7,-1.0,59,26,3.7,8.5,292.5,17.6,292.5,9.5,,,,
1993-04-02,1014.3,1018.1,,,,4.0,11.5,-4.4,58,28,2.3,4.8,270.0,8.8,270.0,10.5,,,,
1993-04-03,1015.7,1019.5,,,,5.1,11.6,-1.6,68,35,2.1,3.4,45.0,6.5,45.0,5.3,,,,
1993-04-04,1018.8,1022.6,,,,6.4,14.5,-2.0,70,30,2.1,5.0,225.0,9.5,180.0,10.3,,,,
1993-04-05,1015.7,1019.5,,,,8.7,17.4,-0.8,69,27,2.1,5.7,90.0,9.4,112.5,8.1,,,,
1993-04-06,1008.2,1011.9,6.0,5.0,3.0,7.8,10.9,4.5,86,69,3.1,5.8,67.5,10.9,67.5,,,,,
1993-04-07,1010.3,1014.1,5.0,2.0,0.5,3.4,8.3,-1.1,78,53,2.7,4.6,67.5,10.0,67.5,1.5,0.0,,,
1993-04-08,1018.7,1022.6,0.0,0.0,0.0,3.4,9.3,-2.8,68,44,2.4,5.7,90.0,10.4,90.0,9.2,,,,
1993-04-09,1014.9,1018.7,3.5,1.5,1.0,3.6,5.2,-0.3,87,74,2.3,5.1,45.0,9.5,67.5,0.1,,,,
1993-04-10,1014.1,1017.9,,,,5.0,12.6,-2.0,73,34,1.6,4.3,45.0,9.0,67.5,6.1,,,,
1993-04-11,1012.5,1016.3,4.0,2.5,0.5,3.7,5.8,0.6,73,51,2.5,4.0,22.5,8.3,22.5,,0.0,,,
1993-04-12,1007.5,1011.2,,,,4.7,10.3,-0.7,47,29,3.9,7.6,337.5,15.1,337.5,8.2,,,,
1993-04-13,1013.3,1017.1,,,,6.0,13.7,-1.4,47,17,3.2,6.3,337.5,12.3,315.0,10.8,,,,
1993-04-14,1010.9,1014.7,14.5,2.5,0.5,2.8,5.0,0.4,82,58,1.2,2.5,67.5,5.4,45.0,,0.0,,,
1993-04-15,1004.3,1008.1,1.0,1.0,0.5,4.7,10.3,1.0,60,27,2.6,5.5,112.5,9.3,90.0,6.2,,,,
1993-04-16,1009.2,1013.0,,,,4.0,12.2,-3.4,47,22,2.3,4.2,22.5,9.0,45.0,10.4,,,,
1993-04-17,1012.4,1016.2,0.0,0.0,0.0,5.1,13.1,-3.4,57,22,2.4,6.0,90.0,10.4,90.0,10.5,,,,
1993-04-18,1015.6,1019.4,0.0,0.0,0.0,5.4,9.3,0.2,64,43,2.4,5.7,112.5,9.6,112.5,7.0,,,,
1993-04-19,1018.1,1021.9,0.0,0.0,0.0,4.7,9.6,0.9,68,40,1.5,4.3,135.0,7.3,135.0,3.8,,,,
1993-04-20,1020.4,1024.2,,,,5.2,10.9,-2.9,57,29,2.1,5.2,112.5,9.5,112.5,10.6,,,,
1993-04-21,1017.5,1021.3,,,,7.6,13.6,0.5,67,41,2.1,4.2,90.0,6.5,90.0,10.2,,,,
1993-04-22,1016.2,1019.9,,,,8.5,15.5,-0.3,63,34,2.3,5.3,135.0,8.8,90.0,10.5,,,,
1993-04-23,1004.6,1008.2,2.0,1.0,0.5,10.3,18.2,2.0,77,42,1.7,3.5,157.5,6.8,157.5,5.7,,,,
1993-04-24,1002.3,1005.9,,,,12.4,19.6,6.3,54,20,2.8,8.0,270.0,13.7,292.5,7.7,,,,
1993-04-25,1008.9,1012.6,,,,9.9,16.4,3.4,57,39,2.2,5.4,135.0,9.3,135.0,3.0,,,,
1993-04-26,1009.4,1013.1,,,,11.3,19.6,4.3,62,25,2.2,4.6,67.5,10.0,45.0,9.1,,,,
1993-04-27,1003.8,1007.5,9.5,2.0,0.5,9.1,12.2,6.0,79,55,2.2,3.7,315.0,7.0,45.0,,,,,
1993-04-28,1001.0,1004.7,2.5,1.5,0.5,5.1,13.2,-1.1,78,36,3.5,10.8,292.5,22.4,292.5,4.0,,,,
1993-04-29,1018.2,1022.0,,,,6.0,12.9,-3.2,58,25,2.5,5.0,157.5,9.3,180.0,10.4,,,,
1993-04-30,1011.8,1015.5,6.5,2.0,0.5,10.2,13.2,7.2,89,62,2.3,4.6,157.5,8.4,157.5,,,,,
