,glp_hPa,slp_hPa,precip-accum_mm,precip-hourmax_mm,precip-10minmax_mm,temp_C,temp-max_C,temp-min_C,rh_percent,rh-min_percent,wspd_ms,wspd-max_ms,wdir-max_deg,wspd-max-inst_ms,wdir-max-inst_deg,sunlit_h,snowfall-accum_cm,snowdepth-accum_cm,WeaCon-day830-17_x,xxx
1992-07-31,994.8,998.2,13.0,7.5,2.5,22.8,30.1,16.2,72,42,3.8,9.1,337.5,18.4,337.5,5.7,,,,
1992-08-01,1002.8,1006.4,3.5,1.5,0.5,19.7,22.1,17.0,92,79,1.9,3.9,180.0,7.7,180.0,1.0,,,,
1992-08-02,1000.6,1004.1,0.0,0.0,0.0,21.0,25.7,17.1,88,66,2.3,5.6,202.5,10.5,202.5,1.4,,,,
1992-08-03,1000.1,1003.6,,,,22.8,28.8,17.7,82,50,1.9,4.4,112.5,7.9,112.5,4.7,,,,
1992-08-04,1000.2,1003.7,0.0,0.0,0.0,23.0,28.3,19.2,86,64,1.7,3.3,90.0,5.7,180.0,1.1,,,,
1992-08-05,998.1,1001.6,0.0,0.0,0.0,21.5,24.0,19.3,91,78,2.3,4.4,90.0,7.7,45.0,,,,,
1992-08-06,1000.6,1004.1,0.0,0.0,0.0,20.0,23.7,18.1,90,77,2.7,4.2,90.0,7.1,90.0,3.3,,,,
1992-08-07,1001.5,1005.0,0.5,0.5,0.5,21.7,26.6,18.0,86,70,2.2,4.0,112.5,7.1,90.0,6.9,,,,
1992-08-08,1004.0,1007.5,,,,22.8,28.9,18.6,87,64,1.9,5.9,112.5,12.6,90.0,7.0,,,,
1992-08-09,1009.4,1012.9,,,,24.1,32.0,16.8,66,29,2.5,5.7,202.5,10.5,202.5,8.6,,,,
1992-08-10,1011.1,1014.7,0.0,0.0,0.0,22.3,25.3,20.0,74,67,2.5,4.0,90.0,6.8,45.0,0.3,,,,
1992-08-11,1012.0,1015.5,0.0,0.0,0.0,20.8,24.1,18.7,82,70,2.7,4.6,67.5,8.7,67.5,0.5,,,,
1992-08-12,1012.5,1016.1,3.0,1.0,0.5,18.7,19.6,17.7,95,87,2.1,3.1,67.5,5.5,67.5,,,,,
1992-08-13,1009.6,1013.2,14.0,12.0,4.5,19.1,20.9,17.8,95,87,1.9,3.1,67.5,5.6,67.5,,,,,
1992-08-14,1008.0,1011.5,22.0,12.5,3.5,20.1,22.9,18.0,93,83,2.1,4.0,90.0,7.6,112.5,,,,,
1992-08-15,1006.7,1010.3,0.5,0.5,0.5,19.9,23.5,16.5,88,71,2.5,4.6,90.0,7.6,90.0,4.0,,,,
1992-08-16,1006.4,1009.9,0.0,0.0,0.0,20.1,21.8,17.1,91,81,1.7,3.6,157.5,5.6,157.5,,,,,
1992-08-17,997.8,1001.3,9.0,3.5,1.0,22.3,25.7,19.7,97,85,1.4,2.4,315.0,4.5,135.0,0.1,,,,
1992-08-18,1001.9,1005.3,,,,26.2,33.8,19.4,76,36,2.2,4.3,315.0,9.0,292.5,10.9,,,,
1992-08-19,1009.2,1012.7,,,,25.1,30.6,19.9,79,53,2.4,5.6,90.0,10.0,90.0,11.8,,,,
1992-08-20,1009.9,1013.4,0.0,0.0,0.0,26.3,32.6,21.3,79,49,1.6,4.7,157.5,7.0,135.0,6.6,,,,
1992-08-21,1008.2,1011.7,0.0,0.0,0.0,26.1,31.3,22.8,89,70,1.6,4.1,157.5,6.2,180.0,0.7,,,,
1992-08-22,1006.7,1010.1,,,,27.7,34.7,22.6,83,53,1.4,3.5,180.0,6.1,180.0,8.0,,,,
1992-08-23,1007.3,1010.8,0.0,0.0,0.0,26.7,31.2,23.4,81,61,2.1,5.3,90.0,9.2,90.0,5.6,,,,
1992-08-24,1007.9,1011.3,0.0,0.0,0.0,25.9,30.4,23.0,85,66,1.8,3.7,90.0,6.3,112.5,4.3,,,,
1992-08-25,1006.4,1009.9,0.0,0.0,0.0,26.5,32.0,22.5,86,58,1.8,2.9,112.5,5.4,157.5,5.0,,,,
1992-08-26,1004.7,1008.2,,,,27.3,33.0,22.3,82,55,1.7,4.1,90.0,9.2,90.0,7.5,,,,
1992-08-27,1003.3,1006.8,,,,27.5,34.3,22.5,81,57,1.9,4.0,180.0,7.7,180.0,8.2,,,,
1992-08-28,1003.1,1006.6,,,,28.0,34.3,22.4,75,48,2.0,4.7,90.0,7.8,112.5,10.1,,,,
1992-08-29,1002.5,1005.9,,,,27.8,33.3,22.5,79,57,2.3,4.6,180.0,8.3,180.0,10.9,,,,
1992-08-30,1000.8,1004.2,,,,28.3,33.6,23.9,74,53,2.7,4.6,180.0,7.8,180.0,11.3,,,,
