,glp_hPa,slp_hPa,precip-accum_mm,precip-hourmax_mm,precip-10minmax_mm,temp_C,temp-max_C,temp-min_C,rh_percent,rh-min_percent,wspd_ms,wspd-max_ms,wdir-max_deg,wspd-max-inst_ms,wdir-max-inst_deg,sunlit_h,snowfall-accum_cm,snowdepth-accum_cm,WeaCon-day830-17_x,xxx
1995-11-30,997.5,1001.1,,,,15.3,22.9,4.7,64,25,2.4,7.1,292.5,15.2,292.5,7.2,,,,
1995-12-01,1005.0,1008.7,,,,8.8,17.3,2.6,68,27,1.7,3.9,225.0,7.8,225.0,10.1,,,,
1995-12-02,1005.7,1009.4,,,,9.6,18.8,1.2,67,25,2.0,3.9,202.5,6.6,202.5,10.2,,,,
1995-12-03,1010.6,1014.3,,,,11.1,20.9,2.7,70,33,1.7,3.2,225.0,7.0,22.5,9.8,,,,
1995-12-04,1016.7,1020.4,,,,9.6,17.9,2.6,70,28,1.5,3.2,67.5,5.2,67.5,9.9,,,,
1995-12-05,1017.4,1021.1,,,,10.5,18.8,3.6,81,48,1.6,2.8,180.0,5.4,180.0,7.8,,,,
1995-12-06,1007.8,1011.5,1.0,1.5,0.5,13.5,19.6,4.7,77,37,2.4,5.8,180.0,12.3,180.0,7.8,,,,
1995-12-07,991.3,994.9,19.0,14.5,4.0,13.3,19.6,6.6,56,32,4.5,7.7,202.5,16.9,270.0,7.6,,,,
1995-12-08,1002.8,1006.5,,,,8.3,15.3,-0.6,53,29,3.2,7.4,270.0,16.5,292.5,10.1,,,,
1995-12-09,1007.3,1011.0,,,,8.5,17.1,-1.1,67,34,1.9,5.0,180.0,10.3,180.0,9.5,,,,
1995-12-10,1003.6,1007.3,,,,9.5,18.7,3.1,65,27,2.6,8.3,292.5,18.4,292.5,9.1,,,,
1995-12-11,1017.1,1020.9,,,,7.6,15.5,-0.4,77,44,1.2,2.7,315.0,4.3,292.5,4.9,,,,
1995-12-12,1020.8,1024.6,,,,10.1,19.0,3.6,81,43,1.6,3.0,292.5,5.4,315.0,8.5,,,,
1995-12-13,1009.6,1013.3,4.5,4.0,1.0,11.3,17.6,4.7,86,67,1.7,4.9,180.0,10.1,180.0,0.1,,,,
1995-12-14,1009.1,1012.9,2.0,2.5,0.5,8.0,12.5,0.0,66,29,3.2,9.2,292.5,16.8,292.5,7.4,,,,
1995-12-15,1018.8,1022.6,,,,4.8,10.3,-0.7,83,57,1.4,2.7,315.0,4.5,315.0,0.3,,,,
1995-12-16,1016.2,1019.9,,,,9.3,17.9,2.4,83,50,1.7,2.9,67.5,5.4,270.0,9.1,,,,
1995-12-17,1021.4,1025.1,,,,8.1,17.8,1.0,68,23,2.0,3.7,0.0,7.1,337.5,9.8,,,,
1995-12-18,1021.5,1025.3,,,,7.6,18.3,-1.3,78,33,1.5,3.0,180.0,6.0,180.0,9.0,,,,
1995-12-19,1009.2,1013.0,11.5,4.5,2.5,8.8,11.7,3.7,97,84,1.4,3.9,270.0,7.3,270.0,,,,,
1995-12-20,1014.1,1017.9,0.0,0.0,0.0,8.4,11.0,5.0,68,48,2.0,3.3,67.5,6.7,67.5,1.8,,,,
1995-12-21,1019.6,1023.3,0.0,0.0,0.0,8.1,11.6,3.3,71,55,1.8,3.4,45.0,6.7,45.0,0.2,,,,
1995-12-22,1008.6,1012.3,0.0,0.0,0.0,10.4,15.4,7.4,83,63,1.6,4.1,315.0,7.0,315.0,4.4,,,,
1995-12-23,999.1,1002.8,0.5,0.5,0.5,8.4,14.0,0.1,78,34,1.6,5.9,270.0,11.8,270.0,2.6,,,,
1995-12-24,1006.1,1009.9,,,,5.3,14.2,-1.2,64,27,2.4,6.1,292.5,12.6,315.0,9.6,,,,
1995-12-25,1009.6,1013.4,0.0,0.0,0.0,5.0,11.6,-0.2,77,50,1.6,3.3,292.5,6.3,112.5,3.8,,,,
1995-12-26,1007.2,1011.0,,,,4.9,13.8,-1.3,65,25,2.9,7.2,292.5,14.6,270.0,9.5,,,,
1995-12-27,1011.7,1015.5,,,,5.6,13.1,-1.2,56,30,2.3,4.8,270.0,8.3,270.0,9.7,,,,
1995-12-28,1009.9,1013.7,,,,6.1,14.8,-0.6,62,30,3.0,6.7,292.5,12.2,270.0,9.6,,,,
1995-12-29,1005.2,1008.9,0.0,0.0,0.0,5.9,13.4,-2.3,63,30,2.1,4.0,315.0,7.9,112.5,9.3,,,,
