,glp_hPa,slp_hPa,precip-accum_mm,precip-hourmax_mm,precip-10minmax_mm,temp_C,temp-max_C,temp-min_C,rh_percent,rh-min_percent,wspd_ms,wspd-max_ms,wdir-max_deg,wspd-max-inst_ms,wdir-max-inst_deg,sunlit_h,snowfall-accum_cm,snowdepth-accum_cm,WeaCon-day830-17_x,xxx
2012-02-29,1004.0,1007.9,,,,1.5,12.1,-7.2,52.0,26.0,3.1,7.0,315.0,13.1,292.5,8.0,,,,
2012-03-01,1005.0,1008.9,,,,0.6,5.6,-4.0,35.0,15.0,4.4,8.6,292.5,17.0,270.0,10.1,,,,
2012-03-02,1013.7,1017.7,,,,-0.7,7.0,-7.7,48.0,13.0,2.2,5.6,292.5,10.0,315.0,10.1,,,,
2012-03-03,1012.9,1016.8,,,,1.7,10.6,-6.8,46.0,19.0,2.1,4.7,292.5,7.6,270.0,10.1,,,,
2012-03-04,1019.9,1023.8,0.0,0.0,0.0,2.9,7.7,-4.5,60.0,33.0,2.1,3.5,90.0,6.6,45.0,3.9,,,,
2012-03-05,1015.7,1019.5,3.5,1.5,0.5,3.2,7.6,-2.6,87.0,63.0,1.8,3.3,45.0,5.6,45.0,1.7,,,,
2012-03-06,996.1,999.9,7.0,3.0,1.0,6.4,8.6,3.8,94.0,85.0,1.6,3.0,45.0,6.1,67.5,0.0,,,,
2012-03-07,1000.7,1004.5,0.0,0.0,0.0,5.1,7.7,0.6,58.0,28.0,2.1,4.6,315.0,8.6,315.0,0.0,,,,
2012-03-08,1011.1,1015.0,,,,2.9,7.9,-2.3,37.0,21.0,3.2,6.5,270.0,11.3,270.0,10.0,,,,
2012-03-09,1012.7,1016.5,,,,2.6,9.5,-4.0,56.0,25.0,2.1,4.1,45.0,7.8,45.0,9.1,,,,
2012-03-10,1014.9,1018.8,,,,2.6,9.4,-4.6,53.0,19.0,2.2,5.4,315.0,11.4,315.0,9.2,,,,
2012-03-11,1019.3,1023.2,,,,1.6,9.2,-4.7,44.0,16.0,3.1,8.4,337.5,16.5,337.5,10.4,,,,
2012-03-12,1022.1,1026.0,,,,2.5,8.5,-5.2,60.0,31.0,1.4,2.9,67.5,4.8,90.0,1.2,,,,
2012-03-13,1015.0,,5.5,2.0,0.5,4.5,6.6,1.5,83.0,69.0,2.1,5.5,45.0,9.9,45.0,0.0,,,,
2012-03-14,1008.1,1012.0,0.0,0.0,0.0,4.7,7.8,1.0,87.0,68.0,1.5,3.1,337.5,5.3,315.0,0.0,,,,
2012-03-15,1010.1,1014.0,1.0,1.0,0.5,1.4,2.8,-0.1,64.0,43.0,1.9,4.0,135.0,6.6,135.0,0.0,2.0,2.0,,
2012-03-16,,,,,,,,,,,,,90.0,,90.0,4.9,,,,
2012-03-17,1010.3,1014.2,0.5,0.5,0.5,0.4,5.7,-5.7,51.0,19.0,3.2,8.1,315.0,16.4,315.0,10.4,2.0,1.0,,
2012-03-18,1017.4,1021.3,,,,-0.6,7.4,-8.8,50.0,19.0,1.7,4.0,315.0,7.0,315.0,10.6,,,,
2012-03-19,1019.9,1023.8,,,,1.9,10.2,-6.7,52.0,20.0,1.7,3.3,202.5,5.8,157.5,10.6,,,,
2012-03-20,1016.0,1019.8,,,,5.0,13.5,-5.1,52.0,20.0,1.8,3.7,45.0,7.0,45.0,10.4,,,,
2012-03-21,1019.2,1023.0,,,,6.0,9.6,1.5,54.0,43.0,2.7,5.3,112.5,9.3,112.5,4.9,,,,
2012-03-22,,,,,,,,,,,,,292.5,,292.5,,,,,
2012-03-23,1010.3,1013.7,0.0,,0.0,8.1,13.8,1.6,57.0,32.0,2.6,5.2,292.5,10.6,0.0,8.9,,,,
2012-03-24,1006.1,1009.5,12.5,3.5,1.0,4.1,7.8,2.7,87.0,67.0,2.4,5.7,45.0,11.4,45.0,0.0,,,,
2012-03-25,1008.8,1012.2,0.0,0.0,0.0,4.4,7.8,1.6,62.0,47.0,1.7,3.6,45.0,6.2,45.0,0.2,,,,
2012-03-26,1015.5,1018.9,,,,3.1,8.9,-1.7,41.0,16.0,3.2,8.5,337.5,15.1,337.5,9.1,,,,
2012-03-27,1024.5,1028.0,,,,1.8,5.7,-2.1,49.0,28.0,2.1,4.1,90.0,6.5,90.0,7.3,,,,
2012-03-28,1021.5,1025.0,12.5,2.5,0.5,1.7,3.3,0.2,88.0,62.0,,,22.5,,67.5,0.0,5.0,5.0,,
