,glp_hPa,slp_hPa,precip-accum_mm,precip-hourmax_mm,precip-10minmax_mm,temp_C,temp-max_C,temp-min_C,rh_percent,rh-min_percent,wspd_ms,wspd-max_ms,wdir-max_deg,wspd-max-inst_ms,wdir-max-inst_deg,sunlit_h,snowfall-accum_cm,snowdepth-accum_cm,WeaCon-day830-17_x,xxx
2004-04-30,1014.9,1018.6,0.0,0.0,0.0,12.3,18.5,4.5,54,18,2.5,4.6,157.5,8.4,270.0,10.9,,,,
2004-05-01,1001.7,1005.3,24.0,9.0,3.0,14.4,21.3,10.2,73,20,3.2,7.1,315.0,15.3,292.5,2.6,,,,
2004-05-02,1009.1,1012.8,,,,13.1,19.9,8.2,42,22,3.5,6.3,315.0,11.7,90.0,10.9,,,,
2004-05-03,1013.8,1017.6,9.5,2.0,0.5,5.3,8.5,2.2,86,68,2.9,4.6,45.0,10.2,45.0,,,,,
2004-05-04,1013.2,1016.9,0.0,0.0,0.0,8.0,14.7,3.0,69,36,2.4,4.8,90.0,8.8,112.5,10.6,,,,
2004-05-05,1014.2,1017.9,,,,11.8,19.0,2.3,68,38,3.0,7.0,202.5,14.3,180.0,10.3,,,,
2004-05-06,1007.2,1010.9,,,,14.4,21.4,6.8,69,36,2.4,5.7,180.0,11.1,180.0,9.6,,,,
2004-05-07,1007.9,1011.6,13.5,5.0,1.0,10.0,16.7,4.8,69,31,2.9,5.4,90.0,11.3,112.5,7.1,,,,
2004-05-08,1010.6,1014.3,,,,13.0,19.9,7.2,63,36,2.4,5.6,180.0,11.5,180.0,9.9,,,,
2004-05-09,1012.4,1016.1,,,,14.4,22.0,5.6,64,25,2.4,5.9,135.0,10.4,157.5,11.4,,,,
2004-05-10,1011.4,1015.1,,,,13.8,22.4,8.3,75,46,2.3,5.0,90.0,9.2,90.0,4.4,,,,
2004-05-11,1005.6,1009.2,,,,16.7,25.9,7.0,66,25,2.0,5.3,90.0,9.9,112.5,10.1,,,,
2004-05-12,1014.3,1018.0,,,,9.4,13.2,8.1,73,61,4.0,6.4,67.5,16.1,45.0,,,,,
2004-05-13,1010.7,1014.4,3.0,1.5,0.5,12.0,16.2,8.2,78,58,1.5,3.2,337.5,5.8,315.0,0.4,,,,
2004-05-14,1009.3,1013.0,,,,12.7,18.8,6.0,64,33,2.3,5.1,90.0,9.1,90.0,10.4,,,,
2004-05-15,1005.6,1009.2,,,,15.7,22.6,7.3,58,22,3.1,6.1,202.5,12.8,202.5,10.6,,,,
2004-05-16,1005.0,1008.6,,,,18.0,27.4,9.3,57,20,2.6,6.8,67.5,13.5,67.5,11.0,,,,
2004-05-17,1015.7,1019.4,,,,15.5,23.7,7.2,64,32,2.6,5.2,157.5,10.1,157.5,11.8,,,,
2004-05-18,1010.6,1014.2,0.5,0.5,0.5,17.1,20.7,12.2,84,67,2.7,6.1,180.0,14.3,202.5,,,,,
2004-05-19,997.1,1000.6,6.5,4.0,2.0,20.4,28.6,15.3,58,14,3.5,10.5,292.5,23.5,292.5,8.2,,,,
2004-05-20,1004.1,1007.7,,,,18.1,25.4,9.4,39,13,3.6,6.9,180.0,13.7,202.5,12.2,,,,
2004-05-21,999.3,1002.8,,,,19.4,27.6,11.8,67,34,2.6,6.5,180.0,12.1,180.0,10.1,,,,
2004-05-22,996.2,999.9,1.0,0.5,0.5,12.2,19.0,9.3,82,68,3.8,7.0,67.5,15.0,90.0,1.1,,,,
2004-05-23,1005.8,1009.5,0.0,0.0,0.0,9.9,17.8,2.6,59,15,3.0,8.3,315.0,17.0,315.0,8.3,,,,
2004-05-24,1011.8,1015.5,,,,11.4,19.3,2.4,47,14,3.8,6.4,270.0,14.0,270.0,12.3,,,,
2004-05-25,1013.4,1017.1,0.0,0.5,0.0,12.6,21.8,4.5,65,21,3.1,6.6,90.0,13.2,90.0,9.6,,,,
2004-05-26,997.1,1000.6,4.0,1.5,0.5,17.5,21.7,10.9,81,62,5.5,11.3,202.5,25.6,180.0,,,,,
2004-05-27,994.5,998.1,0.0,0.0,0.0,13.0,19.4,5.7,78,56,3.2,8.7,180.0,16.4,180.0,3.9,,,,
2004-05-28,1009.2,1012.9,,,,14.3,23.5,6.3,57,18,2.0,5.4,157.5,11.6,157.5,12.5,,,,
2004-05-29,1011.0,1014.6,,,,16.1,25.1,5.9,64,32,2.0,4.3,180.0,8.1,225.0,9.3,,,,
