,glp_hPa,slp_hPa,precip-accum_mm,precip-hourmax_mm,precip-10minmax_mm,temp_C,temp-max_C,temp-min_C,rh_percent,rh-min_percent,wspd_ms,wspd-max_ms,wdir-max_deg,wspd-max-inst_ms,wdir-max-inst_deg,sunlit_h,snowfall-accum_cm,snowdepth-accum_cm,WeaCon-day830-17_x,xxx
2005-04-30,1015.5,1019.3,0.0,0.0,0.0,8.9,16.7,-1.4,49,15,3.3,6.4,292.5,12.6,270.0,10.9,,,,
2005-05-01,1017.0,1020.8,,0.0,,9.2,12.5,6.6,58,44,2.4,3.7,45.0,7.8,67.5,0.2,,,,
2005-05-02,1004.7,1008.4,1.0,1.0,0.5,12.3,21.3,3.0,68,22,2.4,5.2,90.0,12.3,67.5,10.0,,,,
2005-05-03,1007.8,1011.6,12.0,3.0,1.0,5.1,9.6,0.1,83,60,2.4,4.4,67.5,10.4,45.0,2.2,,,,
2005-05-04,1012.9,1016.7,,,,8.5,18.1,-1.4,71,37,2.0,4.9,180.0,9.8,202.5,11.6,,,,
2005-05-05,1010.3,1014.0,,,,15.0,25.4,3.4,61,23,2.3,5.7,180.0,10.0,157.5,9.8,,,,
2005-05-06,1005.4,1009.0,,,,18.4,25.3,12.4,63,31,3.7,7.3,202.5,13.4,225.0,6.2,,,,
2005-05-07,1005.3,1008.9,,,,17.3,24.7,8.7,52,12,3.1,7.1,315.0,13.9,337.5,10.2,,,,
2005-05-08,1015.1,1018.9,0.0,0.0,0.0,11.9,19.9,4.2,55,28,2.7,5.3,90.0,9.6,90.0,10.9,,,,
2005-05-09,1010.0,1013.7,0.0,0.0,0.0,15.9,23.0,10.1,71,46,3.9,7.6,202.5,15.6,225.0,6.1,,,,
2005-05-10,1008.7,1012.5,11.5,4.0,1.0,11.1,18.2,5.8,87,63,3.6,6.8,67.5,14.3,67.5,,,,,
2005-05-11,1010.5,1014.3,5.5,2.5,0.5,6.5,9.4,5.1,87,65,2.9,5.1,45.0,10.8,22.5,,,,,
2005-05-12,1005.0,1008.8,4.5,1.5,0.5,7.2,9.8,5.1,95,85,1.5,3.0,315.0,5.9,315.0,,,,,
2005-05-13,1014.2,1017.9,,,,12.0,19.0,6.3,71,31,2.5,5.5,135.0,10.0,135.0,9.2,,,,
2005-05-14,1014.0,1017.7,,,,14.8,22.0,6.0,69,30,2.6,6.1,202.5,13.0,225.0,11.8,,,,
2005-05-15,1015.2,1018.9,0.0,0.0,0.0,12.4,16.4,5.8,61,46,3.2,5.7,90.0,12.9,67.5,4.8,,,,
2005-05-16,1016.1,1019.8,,,,13.9,21.8,3.8,62,35,2.6,5.4,202.5,10.3,225.0,11.1,,,,
2005-05-17,1024.1,1027.9,,0.0,,11.0,14.4,8.5,49,30,3.4,5.0,90.0,10.4,112.5,8.4,,,,
2005-05-18,1024.0,1027.8,0.0,0.0,0.0,11.7,20.9,5.3,69,39,3.1,6.1,67.5,14.2,67.5,10.8,,,,
2005-05-19,1016.5,1020.3,9.0,3.0,1.5,10.8,13.1,8.8,88,76,2.2,4.2,67.5,8.8,67.5,,,,,
2005-05-20,1000.9,1004.6,13.0,6.5,5.0,13.5,19.3,8.8,84,58,2.8,5.4,90.0,11.5,45.0,2.6,0.0,,,
2005-05-21,1002.2,1005.9,0.0,0.0,0.0,12.8,19.5,5.9,56,21,3.4,7.6,292.5,16.8,315.0,8.2,,,,
2005-05-22,1010.9,1014.7,,,,13.7,20.7,4.7,39,18,3.5,6.3,292.5,13.9,315.0,12.1,,,,
2005-05-23,1018.5,1022.3,,,,11.1,16.1,5.4,59,35,3.1,6.4,90.0,13.2,112.5,12.5,,,,
2005-05-24,1013.5,1017.2,0.0,0.0,0.0,13.9,18.6,7.2,72,58,2.2,4.4,180.0,9.1,180.0,1.0,,,,
2005-05-25,1004.4,1008.1,22.5,22.0,15.5,13.4,20.8,5.9,87,59,2.2,9.5,337.5,17.6,337.5,0.7,,,,
2005-05-26,1007.6,1011.3,,,,14.2,22.0,4.2,69,37,2.8,6.1,202.5,12.3,180.0,12.3,,,,
2005-05-27,1001.5,1005.1,,,,18.1,25.8,8.3,69,46,3.5,6.9,180.0,14.4,180.0,11.9,,,,
2005-05-28,999.3,1002.9,,,,21.2,28.1,13.6,66,43,3.1,5.0,202.5,10.3,67.5,11.1,,,,
2005-05-29,1008.2,1011.8,,,,16.5,22.8,10.8,50,22,2.6,4.9,135.0,8.6,135.0,10.3,,,,
