,glp_hPa,slp_hPa,precip-accum_mm,precip-hourmax_mm,precip-10minmax_mm,temp_C,temp-max_C,temp-min_C,rh_percent,rh-min_percent,wspd_ms,wspd-max_ms,wdir-max_deg,wspd-max-inst_ms,wdir-max-inst_deg,sunlit_h,snowfall-accum_cm,snowdepth-accum_cm,WeaCon-day830-17_x,xxx
2015-07-31,992.1,995.2,12.0,2.5,1.0,20.0,21.0,19.1,98,95,1.6,3.7,67.5,6.9,67.5,0.0,,,,
2015-08-01,998.9,1002.0,1.0,0.5,0.5,21.5,23.1,19.4,96,88,1.5,3.5,180.0,5.7,180.0,0.0,,,,
2015-08-02,1002.9,1006.1,50.5,11.5,5.0,21.5,22.4,20.3,99,96,1.5,3.5,180.0,6.0,202.5,0.0,,,,
2015-08-03,1005.3,1008.5,7.0,3.0,1.0,22.5,26.4,20.6,94,71,1.5,3.1,180.0,4.9,180.0,0.2,,,,
2015-08-04,1008.3,1011.5,16.0,3.0,1.0,19.8,21.2,19.1,96,90,1.4,2.8,22.5,5.4,45.0,0.0,,,,
2015-08-05,1009.9,1013.1,13.0,2.0,1.0,19.5,20.8,18.7,97,91,1.5,2.8,90.0,5.0,90.0,0.0,,,,
2015-08-06,1010.2,1013.4,0.5,0.5,0.5,21.1,24.9,18.6,93,70,1.1,2.4,180.0,4.0,202.5,0.1,,,,
2015-08-07,1012.0,1015.2,6.0,1.5,0.5,21.3,26.1,18.1,94,74,1.8,4.6,67.5,8.9,67.5,0.1,,,,
2015-08-08,1013.5,1016.7,1.5,1.5,0.5,19.0,20.9,17.9,94,82,2.0,3.6,45.0,6.8,45.0,0.0,,,,
2015-08-09,1012.1,1015.3,,,,22.1,28.2,17.4,86,63,1.5,3.3,157.5,5.6,157.5,6.9,,,,
2015-08-10,1009.5,1012.7,,,,24.9,32.1,18.6,79,42,1.8,5.7,180.0,9.1,180.0,9.3,,,,
2015-08-11,1006.7,1009.9,,,,26.3,32.7,20.6,79,43,1.9,4.8,180.0,7.8,157.5,10.3,,,,
2015-08-12,1003.2,1006.3,,,,27.9,33.4,22.1,77,56,3.6,7.3,180.0,12.1,180.0,9.5,,,,
2015-08-13,1002.6,1005.7,,,,28.9,33.0,25.8,69,49,5.3,9.4,180.0,16.0,180.0,12.5,,,,
2015-08-14,1005.3,1008.4,0.0,0.0,0.0,28.3,33.9,23.9,69,41,3.6,6.8,180.0,12.2,225.0,11.7,,,,
2015-08-15,1004.8,1007.9,33.0,9.5,5.5,26.2,28.7,23.8,92,80,3.2,5.7,180.0,10.3,180.0,0.4,,,,
2015-08-16,1005.1,1008.2,5.5,3.5,3.0,26.6,30.3,23.0,85,66,4.4,8.2,202.5,14.9,180.0,4.7,,,,
2015-08-17,1006.4,1009.5,0.0,0.0,0.0,26.9,30.3,24.7,83,64,4.6,7.1,202.5,12.9,225.0,2.1,,,,
2015-08-18,1008.9,1012.0,0.0,0.0,0.0,27.9,34.4,22.3,79,53,2.0,5.0,180.0,7.8,180.0,11.4,,,,
2015-08-19,1010.6,1013.7,,,,27.9,32.2,24.8,80,61,2.3,4.1,112.5,7.4,112.5,10.6,,,,
2015-08-20,1009.2,1012.3,,,,27.8,33.9,23.7,76,50,2.5,5.7,180.0,10.2,180.0,11.0,,,,
2015-08-21,1008.0,1011.1,,,,28.4,32.3,24.2,67,52,4.6,7.8,202.5,15.1,225.0,13.5,,,,
2015-08-22,1006.4,1009.5,3.0,1.0,1.0,26.9,31.0,24.2,82,62,3.4,6.1,180.0,11.2,180.0,2.8,,,,
2015-08-23,1007.1,1010.2,43.5,41.5,18.5,26.5,33.0,23.4,89,60,1.3,7.7,180.0,12.0,180.0,5.7,,,,
2015-08-24,1006.3,1009.4,,,,28.4,34.6,23.0,82,56,1.3,3.1,157.5,4.8,157.5,11.0,,,,
2015-08-25,1007.2,1010.3,,,,29.2,34.8,24.4,75,51,1.9,4.3,157.5,7.6,135.0,11.1,,,,
2015-08-26,1004.5,1007.6,,,,28.4,34.2,22.6,76,45,2.0,3.7,90.0,6.9,90.0,13.0,,,,
2015-08-27,1003.3,1006.3,0.0,0.0,0.0,27.1,31.7,24.3,82,64,1.9,3.6,90.0,6.4,112.5,5.9,,,,
2015-08-28,1004.9,1008.0,0.5,0.5,0.5,27.0,30.6,23.6,83,68,1.6,4.0,67.5,6.3,90.0,3.1,,,,
2015-08-29,1005.9,1009.0,0.0,0.0,0.0,27.6,32.1,23.4,80,54,1.6,4.0,90.0,8.0,67.5,6.7,,,,
2015-08-30,1006.4,1009.5,0.0,0.0,0.0,29.1,34.8,23.3,76,47,1.7,3.9,157.5,6.2,180.0,11.9,,,,
