,glp_hPa,slp_hPa,precip-accum_mm,precip-hourmax_mm,precip-10minmax_mm,temp_C,temp-max_C,temp-min_C,rh_percent,rh-min_percent,wspd_ms,wspd-max_ms,wdir-max_deg,wspd-max-inst_ms,wdir-max-inst_deg,sunlit_h,snowfall-accum_cm,snowdepth-accum_cm,WeaCon-day830-17_x,xxx
2001-07-31,999.9,1003.3,,,,27.2,35.1,20.5,64,29,3.1,7.7,315.0,15.7,292.5,10.9,,,,
2001-08-01,1008.8,1012.3,,,,24.2,30.7,18.5,70,49,2.3,4.8,157.5,8.8,180.0,11.7,,,,
2001-08-02,1006.2,1009.7,,,,25.7,31.6,20.1,72,49,2.9,5.9,180.0,10.6,180.0,8.1,,,,
2001-08-03,1002.0,1005.4,,,,28.3,36.0,21.3,68,35,2.2,4.4,67.5,8.7,45.0,11.8,,,,
2001-08-04,1003.1,1006.5,,,,28.3,34.9,21.3,64,43,2.3,5.2,157.5,9.7,135.0,12.9,,,,
2001-08-05,1001.1,1004.6,15.5,15.5,13.5,26.9,32.5,22.9,75,51,-999.0,6.1,0.0,12.8,67.5,2.0,,,,
2001-08-06,1006.6,1010.1,,0.0,,23.8,28.6,19.8,64,46,2.7,5.0,90.0,9.3,112.5,11.3,,,,
2001-08-07,1006.6,1010.1,,,,23.6,29.1,18.1,66,38,2.1,4.3,157.5,7.4,112.5,10.5,,,,
2001-08-08,1007.0,1010.5,,,,24.1,29.9,18.4,72,52,2.0,5.2,90.0,10.2,112.5,9.7,,,,
2001-08-09,1006.5,1010.0,,,,24.4,31.2,18.7,70,45,2.3,4.6,135.0,8.3,112.5,9.4,,,,
2001-08-10,1002.7,1006.1,,,,26.5,32.4,20.5,72,51,3.7,7.3,180.0,14.3,180.0,12.5,,,,
2001-08-11,1000.1,1003.5,,,,28.9,34.3,24.6,66,50,4.7,7.3,180.0,14.5,202.5,13.1,,,,
2001-08-12,1003.1,1006.5,,,,29.5,34.7,24.8,68,49,3.9,6.9,180.0,11.9,180.0,12.2,,,,
2001-08-13,1007.3,1010.8,0.0,0.0,0.0,28.9,34.7,23.4,71,46,2.1,5.5,90.0,10.3,67.5,10.1,,,,
2001-08-14,1006.6,1010.1,,,,29.0,34.7,24.4,69,46,3.0,6.8,202.5,13.4,225.0,10.3,,,,
2001-08-15,1003.3,1006.7,,,,29.1,33.5,25.9,64,41,4.8,8.8,180.0,15.0,180.0,12.1,,,,
2001-08-16,1001.2,1004.7,2.0,2.0,2.0,28.7,34.5,22.3,69,48,3.5,7.8,337.5,16.5,0.0,8.1,,,,
2001-08-17,1004.6,1008.0,0.5,0.5,0.5,24.9,29.7,22.2,79,61,2.8,5.2,112.5,10.0,45.0,6.1,,,,
2001-08-18,1006.4,1009.9,0.0,0.0,0.0,24.0,27.7,21.9,78,69,3.1,4.5,90.0,8.5,112.5,1.7,,,,
2001-08-19,1006.4,1009.9,0.0,0.0,0.0,26.0,31.9,21.4,76,58,2.2,4.9,90.0,8.5,112.5,6.5,,,,
2001-08-20,1008.9,1012.4,0.0,0.0,0.0,28.8,34.4,23.8,69,45,2.5,5.2,180.0,9.6,202.5,6.6,,,,
2001-08-21,1009.2,1012.6,,,,29.5,35.2,25.3,67,41,3.0,6.0,180.0,10.8,225.0,11.7,,,,
2001-08-22,1006.0,1009.5,,,,29.3,36.6,23.9,72,42,1.6,3.9,202.5,7.2,202.5,9.6,,,,
2001-08-23,1003.7,1007.1,,,,29.5,36.0,23.8,69,50,2.1,4.4,112.5,8.9,67.5,9.7,,,,
2001-08-24,1004.9,1008.3,0.0,0.0,0.0,27.6,32.3,22.9,70,51,2.5,5.1,90.0,9.6,112.5,3.6,,,,
2001-08-25,1006.3,1009.8,0.0,0.0,0.0,24.6,26.2,22.6,73,61,3.3,5.3,67.5,11.3,45.0,0.3,,,,
2001-08-26,1007.7,1011.3,,,,23.7,28.4,20.4,62,46,3.9,5.9,67.5,13.4,67.5,6.5,,,,
2001-08-27,1009.4,1012.9,,,,21.8,26.1,17.8,65,53,2.7,4.5,67.5,9.9,67.5,0.7,,,,
2001-08-28,1010.6,1014.1,,,,22.7,27.3,16.8,70,53,1.9,4.5,90.0,8.4,112.5,5.0,,,,
2001-08-29,1009.3,1012.8,,,,26.6,32.9,19.9,70,47,2.4,4.5,202.5,8.3,202.5,10.5,,,,
2001-08-30,1006.9,1010.3,0.0,0.0,0.0,29.0,35.6,23.4,67,36,1.9,4.2,180.0,8.9,112.5,8.1,,,,
