,glp_hPa,slp_hPa,precip-accum_mm,precip-hourmax_mm,precip-10minmax_mm,temp_C,temp-max_C,temp-min_C,rh_percent,rh-min_percent,wspd_ms,wspd-max_ms,wdir-max_deg,wspd-max-inst_ms,wdir-max-inst_deg,sunlit_h,snowfall-accum_cm,snowdepth-accum_cm,WeaCon-day830-17_x,xxx
2010-11-30,999.9,1003.5,40.5,16.0,4.0,14.8,17.2,11.0,96,82,2.3,4.9,337.5,9.9,67.5,0.4,,,,
2010-12-01,1003.4,1007.1,,,,13.5,18.4,8.8,61,29,3.5,6.9,292.5,14.5,270.0,4.5,,,,
2010-12-02,1013.9,1017.7,,,,10.3,18.4,4.0,71,27,2.1,4.9,315.0,9.6,315.0,8.8,,,,
2010-12-03,1018.6,1022.4,,,,6.9,14.0,2.2,87,54,1.2,2.3,292.5,3.7,45.0,1.9,,,,
2010-12-04,1015.5,1019.3,,,,9.9,18.3,2.1,78,35,1.6,2.9,112.5,4.9,90.0,9.9,,,,
2010-12-05,1017.7,1021.5,0.0,0.0,0.0,11.9,19.4,4.6,79,37,1.5,2.5,135.0,4.5,247.5,9.3,,,,
2010-12-06,1014.3,1018.1,,,,12.4,19.3,8.3,84,55,1.5,2.8,292.5,5.1,292.5,4.6,,,,
2010-12-07,1007.4,1011.1,,,,13.2,19.9,8.3,87,56,1.5,3.8,180.0,6.4,180.0,5.2,,,,
2010-12-08,999.4,1003.0,,,,13.3,21.0,7.6,65,21,2.6,8.2,292.5,16.7,315.0,6.4,,,,
2010-12-09,1007.2,1010.9,,,,11.6,18.2,5.3,53,24,2.4,4.9,292.5,9.1,292.5,9.7,,,,
2010-12-10,1015.5,1019.3,,,,10.8,16.8,4.4,68,39,1.9,4.0,337.5,6.8,337.5,9.7,,,,
2010-12-11,1015.8,1019.6,,,,10.6,18.1,5.1,84,55,1.6,3.2,270.0,6.3,270.0,6.6,,,,
2010-12-12,1023.8,1027.6,,,,12.1,19.0,6.3,79,42,1.4,3.0,90.0,5.2,90.0,3.1,,,,
2010-12-13,1017.4,1021.2,,,,12.5,17.9,7.7,84,63,1.4,2.9,315.0,4.4,315.0,0.0,,,,
2010-12-14,1012.9,1016.7,4.5,1.5,0.5,8.8,14.0,4.1,89,62,2.2,4.9,45.0,10.2,45.0,0.6,,,,
2010-12-15,1019.7,1023.6,,,,5.9,12.1,0.4,79,44,1.4,2.9,0.0,5.0,45.0,8.4,,,,
2010-12-16,1016.4,1020.2,6.0,2.5,1.0,7.7,9.2,5.6,92,70,1.9,4.0,22.5,8.7,0.0,0.0,,,,
2010-12-17,1015.9,1019.7,1.5,0.5,0.5,8.2,14.5,4.2,85,50,2.1,4.1,315.0,8.5,315.0,2.2,,,,
2010-12-18,1018.1,1021.9,,,,9.7,15.6,4.5,71,43,2.2,3.9,315.0,7.1,315.0,7.6,,,,
2010-12-19,1015.0,1018.7,,,,10.0,17.2,3.9,84,55,1.6,2.8,337.5,4.6,337.5,7.5,,,,
2010-12-20,1014.1,1017.8,0.0,0.0,0.0,12.0,17.6,4.7,86,60,1.6,2.9,90.0,5.5,67.5,5.0,,,,
2010-12-21,1009.8,1013.5,2.5,1.0,0.5,13.7,18.5,12.0,94,77,1.2,2.9,292.5,4.8,270.0,0.2,,,,
2010-12-22,1006.9,1010.6,14.5,4.5,1.5,12.2,15.3,6.8,86,63,2.0,5.5,0.0,10.4,0.0,0.3,,,,
2010-12-23,1015.8,1019.6,,,,8.0,13.2,2.9,68,40,1.7,2.8,45.0,5.8,45.0,9.1,,,,
2010-12-24,1014.3,1018.1,10.0,7.5,2.0,7.6,13.7,0.2,84,53,1.3,3.3,315.0,6.1,315.0,1.7,,,,
2010-12-25,1007.5,1011.3,2.0,1.5,0.5,10.9,14.0,8.1,90,70,1.5,3.2,292.5,6.6,90.0,0.1,,,,
2010-12-26,1010.7,1014.5,0.0,0.0,0.0,9.8,14.1,5.3,74,47,2.0,4.5,90.0,8.4,112.5,7.7,,,,
2010-12-27,1009.5,1013.3,,,,9.1,17.7,2.1,75,32,1.6,3.3,45.0,6.4,45.0,8.3,,,,
2010-12-28,1014.0,1017.8,,,,8.4,15.4,1.9,66,34,2.0,4.0,315.0,7.6,315.0,7.8,,,,
2010-12-29,1017.4,1021.2,,,,8.8,15.1,0.8,68,38,2.1,4.2,315.0,7.5,337.5,6.4,,,,
