,glp_hPa,slp_hPa,precip-accum_mm,precip-hourmax_mm,precip-10minmax_mm,temp_C,temp-max_C,temp-min_C,rh_percent,rh-min_percent,wspd_ms,wspd-max_ms,wdir-max_deg,wspd-max-inst_ms,wdir-max-inst_deg,sunlit_h,snowfall-accum_cm,snowdepth-accum_cm,WeaCon-day830-17_x,xxx
1991-01-31,1006.7,1010.5,1.0,0.5,0.5,4.6,7.9,0.2,81,53,1.2,3.7,292.5,6.7,292.5,,,,,
1991-02-01,1001.2,1005.0,0.0,0.0,0.0,5.7,9.5,0.6,89,76,1.5,3.4,292.5,5.2,67.5,0.4,,,,
1991-02-02,1005.7,1009.5,0.0,0.0,0.0,5.0,9.6,0.0,78,54,2.2,4.2,90.0,8.1,67.5,1.8,,,,
1991-02-03,1002.8,1006.6,,,,2.2,10.7,-3.9,68,30,1.8,3.8,270.0,8.9,247.5,9.2,,,,
1991-02-04,1000.4,1004.1,,,,2.7,10.2,-3.2,56,26,2.1,4.9,292.5,8.4,292.5,7.9,,,,
1991-02-05,1004.0,1007.7,,,,3.0,9.0,-3.4,49,22,4.2,7.6,270.0,13.4,292.5,9.3,,,,
1991-02-06,1009.7,1013.6,,,,1.7,9.2,-3.9,54,25,3.2,7.5,270.0,14.5,292.5,9.4,,,,
1991-02-07,1000.5,1004.3,,,,1.0,10.1,-6.0,63,32,1.6,3.8,315.0,6.3,45.0,6.5,,,,
1991-02-08,1002.5,1006.3,,,,1.9,9.5,-6.4,56,24,2.7,5.7,270.0,11.1,292.5,9.4,,,,
1991-02-09,1005.5,1009.3,,,,4.5,12.2,-2.0,54,24,3.1,7.1,270.0,13.7,270.0,9.1,,,,
1991-02-10,1008.4,1012.2,,,,4.9,12.2,-3.6,54,26,3.2,7.2,292.5,13.3,315.0,8.3,0.0,,,
1991-02-11,1008.3,1012.1,9.5,2.5,1.0,1.4,4.4,0.2,89,56,1.3,2.7,0.0,5.1,22.5,,1.0,1.0,,
1991-02-12,1006.0,1009.7,,,,3.2,9.7,-1.9,77,45,1.9,3.7,315.0,6.5,315.0,8.1,,,,
1991-02-13,1012.0,1015.8,,,,3.8,10.0,-2.2,59,28,2.8,4.8,292.5,8.4,292.5,8.8,,,,
1991-02-14,1015.5,1019.3,,,,1.7,9.7,-4.1,60,28,1.6,5.0,337.5,9.2,337.5,8.5,,,,
1991-02-15,1019.7,1023.5,,,,2.1,9.9,-5.6,57,34,1.8,3.8,67.5,6.6,67.5,9.4,,,,
1991-02-16,1011.4,1015.2,1.0,1.0,0.5,4.0,10.3,0.0,71,42,2.3,6.2,225.0,15.9,225.0,4.1,,,,
1991-02-17,1011.7,1015.5,,,,2.8,8.3,-1.3,46,26,5.2,11.5,292.5,22.5,292.5,9.3,,,,
1991-02-18,1024.6,1028.4,,,,2.8,11.2,-4.7,66,31,1.7,3.0,292.5,5.2,292.5,9.6,,,,
1991-02-19,1022.7,1026.6,,,,2.5,11.3,-3.9,74,38,1.5,2.9,270.0,5.1,247.5,9.3,,,,
1991-02-20,1014.6,1018.5,32.5,6.0,1.5,2.7,7.0,-3.0,86,57,2.1,4.2,337.5,8.2,0.0,,,,,
1991-02-21,1008.6,1012.4,5.5,3.0,1.0,5.0,8.2,-1.2,82,57,2.0,5.8,337.5,10.4,315.0,,,,,
1991-02-22,1017.6,1021.5,,,,0.5,7.1,-5.7,57,30,1.9,4.3,22.5,8.5,315.0,6.8,,,,
1991-02-23,1021.4,1025.2,0.0,0.0,0.0,-0.1,6.2,-8.5,65,35,1.3,2.9,180.0,4.5,270.0,8.5,,,,
1991-02-24,1005.6,1009.3,0.5,0.5,0.5,6.3,13.7,1.1,67,32,2.5,7.5,315.0,13.8,315.0,7.1,,,,
1991-02-25,1011.1,1014.9,,,,4.8,10.8,-2.9,46,26,4.8,9.7,315.0,18.3,292.5,9.7,,,,
1991-02-26,1016.3,1020.2,,,,1.5,10.0,-5.5,59,25,1.7,4.9,292.5,9.2,292.5,9.7,,,,
1991-02-27,1017.5,1021.3,,,,1.1,6.4,-4.9,52,35,2.9,6.1,315.0,13.7,315.0,7.1,,,,
1991-02-28,1019.2,1023.1,,,,0.8,9.1,-6.3,52,19,2.3,4.2,292.5,7.6,247.5,9.9,,,,
1991-03-01,1017.1,1021.0,,,,1.4,9.5,-5.2,55,27,2.3,6.5,292.5,10.7,270.0,9.5,,,,
1991-03-02,1013.3,1017.1,,,,0.6,9.6,-6.7,62,27,1.5,3.5,315.0,6.0,315.0,9.7,,,,
