,glp_hPa,slp_hPa,precip-accum_mm,precip-hourmax_mm,precip-10minmax_mm,temp_C,temp-max_C,temp-min_C,rh_percent,rh-min_percent,wspd_ms,wspd-max_ms,wdir-max_deg,wspd-max-inst_ms,wdir-max-inst_deg,sunlit_h,snowfall-accum_cm,snowdepth-accum_cm,WeaCon-day830-17_x,xxx
2008-07-31,1009.3,1013.0,,,,20.0,25.4,16.1,77,51,2.1,4.5,90.0,8.3,112.5,6.0,,,,
2008-08-01,1009.2,1012.7,,,,22.3,28.1,16.5,74,49,2.3,4.9,180.0,8.7,202.5,7.8,,,,
2008-08-02,1008.1,1011.7,0.0,0.0,0.0,23.0,26.5,19.0,80,67,3.7,6.3,202.5,11.5,202.5,1.0,,,,
2008-08-03,1004.6,1008.2,6.0,3.0,1.0,25.7,30.2,22.8,82,66,3.3,5.6,202.5,10.6,225.0,7.1,,,,
2008-08-04,1005.3,1008.8,,,,26.7,32.2,22.1,78,57,1.6,4.0,112.5,,112.5,8.9,,,,
2008-08-05,1006.9,1010.4,0.0,0.0,0.0,26.3,31.5,22.6,82,59,1.9,3.8,157.5,6.2,67.5,4.0,,,,
2008-08-06,1009.1,1012.7,1.0,0.5,0.5,24.2,26.3,22.0,85,66,1.9,4.1,270.0,7.0,270.0,0.2,,,,
2008-08-07,1008.9,1012.5,0.0,0.0,0.0,23.6,27.8,20.7,83,65,2.3,4.9,180.0,8.4,157.5,0.9,,,,
2008-08-08,1008.9,1012.5,,,,22.1,24.9,19.8,79,68,2.0,3.6,112.5,5.8,112.5,0.1,,,,
2008-08-09,1006.6,1010.1,0.0,0.0,0.0,22.8,26.6,19.7,79,58,1.6,3.7,135.0,6.2,67.5,0.8,,,,
2008-08-10,1002.9,1006.4,,,,24.4,29.7,19.2,77,55,2.4,5.4,180.0,8.4,180.0,3.7,,,,
2008-08-11,1001.5,1005.0,0.0,0.0,0.0,26.4,32.9,21.4,75,47,2.0,4.5,180.0,7.9,180.0,11.3,,,,
2008-08-12,1005.4,1008.9,0.0,0.0,0.0,25.6,30.1,22.6,78,57,2.3,4.8,112.5,8.5,112.5,11.2,,,,
2008-08-13,1005.6,1009.1,0.0,0.0,0.0,25.8,30.8,22.7,83,64,,3.8,180.0,6.3,202.5,2.1,,,,
2008-08-14,1006.4,1010.0,,,,24.8,28.2,21.3,77,56,2.5,5.4,90.0,,90.0,7.1,,,,
2008-08-15,1004.5,1008.0,0.0,0.0,0.0,25.3,30.6,21.3,81,63,1.8,3.9,67.5,6.9,90.0,3.0,,,,
2008-08-16,1003.7,1007.2,0.0,0.0,0.0,26.1,31.4,22.8,82,61,1.9,3.8,157.5,7.0,180.0,2.9,,,,
2008-08-17,1002.5,1006.0,2.0,1.5,0.5,25.8,29.8,23.4,88,71,1.6,3.9,157.5,6.4,157.5,0.3,,,,
2008-08-18,1004.4,1007.9,0.0,0.0,0.0,26.0,30.8,22.3,77,57,2.2,5.2,67.5,,67.5,8.2,,,,
2008-08-19,1006.5,1010.1,,,,23.8,27.8,21.5,82,67,2.7,5.1,90.0,9.2,90.0,7.4,,,,
2008-08-20,1006.0,1009.5,,,,24.9,27.9,22.3,81,73,2.3,3.9,135.0,6.9,67.5,0.2,,,,
2008-08-21,1005.4,1008.9,,,,27.9,33.4,23.2,73,47,2.7,4.8,202.5,8.6,202.5,7.8,,,,
2008-08-22,1005.4,1008.9,0.0,0.0,0.0,28.2,33.5,24.8,74,51,,,180.0,,180.0,5.8,,,,
2008-08-23,1003.5,1007.0,,,,28.4,33.6,25.2,74,48,2.0,4.3,180.0,7.1,180.0,4.9,,,,
2008-08-24,1002.4,1006.0,0.0,0.0,0.0,26.5,32.7,23.0,81,59,2.5,5.4,90.0,,67.5,6.5,,,,
2008-08-25,1006.5,1010.1,0.0,0.0,0.0,24.8,28.6,23.2,84,71,2.2,4.1,67.5,7.6,90.0,0.8,,,,
2008-08-26,1008.8,1012.4,9.5,9.0,5.5,24.8,30.1,21.8,88,72,2.0,5.1,270.0,10.9,247.5,1.3,,,,
2008-08-27,1006.3,1009.9,0.0,0.0,0.0,25.2,30.9,20.5,81,48,1.5,3.2,270.0,5.4,292.5,4.1,,,,
2008-08-28,1005.0,1008.5,0.0,0.0,0.0,25.7,31.1,21.3,76,50,2.1,5.0,90.0,8.3,67.5,5.7,,,,
2008-08-29,1007.9,1011.5,0.0,0.0,0.0,23.8,29.4,20.6,78,56,2.6,5.3,67.5,9.5,45.0,4.4,,,,
2008-08-30,1011.3,1014.9,,,,23.5,28.3,20.7,77,58,2.2,3.9,67.5,6.8,67.5,4.0,,,,
