,glp_hPa,slp_hPa,precip-accum_mm,precip-hourmax_mm,precip-10minmax_mm,temp_C,temp-max_C,temp-min_C,rh_percent,rh-min_percent,wspd_ms,wspd-max_ms,wdir-max_deg,wspd-max-inst_ms,wdir-max-inst_deg,sunlit_h,snowfall-accum_cm,snowdepth-accum_cm,WeaCon-day830-17_x,xxx
2000-04-30,1007.6,1011.3,,,,9.4,15.6,3.5,42,11,4.4,11.5,315.0,24.1,292.5,11.1,,,,
2000-05-01,1017.6,1021.4,,,,10.6,16.6,0.7,27,11,2.8,6.0,270.0,12.5,292.5,7.2,,,,
2000-05-02,1018.9,1022.7,,,,8.5,11.7,3.7,46,26,3.7,6.5,67.5,12.3,45.0,3.1,,,,
2000-05-03,1019.6,1023.4,,,,8.9,15.1,-0.3,65,41,2.6,5.1,90.0,10.4,90.0,9.0,,,,
2000-05-04,1005.3,1008.9,15.0,2.5,1.0,12.0,15.0,9.2,89,71,2.4,3.9,315.0,8.0,292.5,,,,,
2000-05-05,1009.4,1013.1,,,,13.0,19.3,8.5,56,15,2.7,7.2,315.0,15.4,315.0,5.4,,,,
2000-05-06,1015.2,1018.8,,,,13.0,19.8,6.2,65,48,2.3,6.4,180.0,12.7,180.0,3.3,,,,
2000-05-07,1012.5,1016.2,,,,12.5,20.9,4.1,50,9,3.4,8.2,337.5,15.8,337.5,11.0,,,,
2000-05-08,1021.0,1024.7,,,,10.9,18.3,0.8,58,32,2.8,5.9,157.5,10.5,180.0,8.2,,,,
2000-05-09,1009.1,1012.7,2.0,1.5,0.5,14.4,18.7,9.2,74,52,4.2,6.9,157.5,14.4,135.0,0.1,,,,
2000-05-10,996.8,1000.5,17.0,11.0,5.0,12.2,17.8,5.0,55,17,3.6,10.8,292.5,22.5,292.5,7.5,,,,
2000-05-11,999.4,1003.1,,,,12.3,20.2,1.6,58,27,3.1,6.5,225.0,11.3,180.0,11.2,,,,
2000-05-12,1004.1,1007.7,,,,15.1,20.7,8.9,63,40,3.1,5.8,90.0,11.2,67.5,8.3,,,,
2000-05-13,1003.6,1007.2,,,,15.9,23.1,8.5,61,31,2.0,4.5,225.0,10.1,180.0,3.6,,,,
2000-05-14,1005.3,1009.0,9.5,2.5,1.0,10.5,14.6,7.0,75,37,3.0,5.1,67.5,11.6,67.5,,,,,
2000-05-15,1003.1,1006.7,3.5,1.0,0.5,9.5,14.9,5.5,63,37,2.1,3.7,0.0,7.3,315.0,3.1,,,,
2000-05-16,1010.7,1014.4,,,,9.8,16.2,2.3,50,21,2.0,5.1,135.0,11.2,135.0,9.4,,,,
2000-05-17,1013.9,1017.6,,,,12.1,20.6,3.1,59,15,2.6,6.8,157.5,14.2,135.0,10.8,,,,
2000-05-18,1012.3,1015.9,,,,14.2,21.6,7.2,64,27,2.7,7.5,67.5,13.3,67.5,4.2,,,,
2000-05-19,1011.1,1014.8,6.0,1.5,0.5,11.3,13.0,9.2,86,76,4.4,6.4,67.5,14.8,45.0,,,,,
2000-05-20,1007.2,1010.8,10.5,3.0,2.0,14.5,17.0,10.7,90,84,3.2,6.0,180.0,11.1,180.0,,,,,
2000-05-21,997.6,1001.1,0.5,0.5,0.5,18.4,24.5,11.7,57,22,3.3,7.4,270.0,14.0,292.5,10.6,,,,
2000-05-22,996.2,999.8,7.0,7.0,6.5,14.4,23.6,6.3,74,45,3.5,8.7,202.5,18.9,180.0,5.7,,,,
2000-05-23,1002.4,1006.1,6.0,4.0,1.0,10.9,20.6,3.6,71,26,2.2,5.8,157.5,11.6,247.5,4.5,,,,
2000-05-24,1006.8,1010.5,,,,13.0,21.4,4.4,59,20,3.0,6.3,180.0,12.6,202.5,12.0,,,,
2000-05-25,1006.0,1009.7,10.0,2.5,1.0,12.7,15.9,10.3,77,56,1.8,3.5,112.5,8.7,67.5,,,,,
2000-05-26,994.8,998.4,21.5,11.5,10.5,14.1,21.0,8.8,83,56,3.2,8.0,22.5,18.6,45.0,1.4,,,,
2000-05-27,999.2,1002.8,1.0,1.0,1.0,14.8,21.9,9.1,57,26,2.9,6.2,337.5,12.3,270.0,9.5,,,,
2000-05-28,1009.7,1013.4,,,,14.8,21.2,5.1,45,24,2.4,4.9,292.5,10.5,292.5,12.6,,,,
2000-05-29,1011.6,1015.2,,,,15.1,21.6,5.6,56,30,2.3,4.9,202.5,10.4,202.5,7.6,,,,
