,glp_hPa,slp_hPa,precip-accum_mm,precip-hourmax_mm,precip-10minmax_mm,temp_C,temp-max_C,temp-min_C,rh_percent,rh-min_percent,wspd_ms,wspd-max_ms,wdir-max_deg,wspd-max-inst_ms,wdir-max-inst_deg,sunlit_h,snowfall-accum_cm,snowdepth-accum_cm,WeaCon-day830-17_x,xxx
1994-08-31,1007.0,1010.4,,,,29.4,35.2,24.7,80,52,2.0,3.3,45.0,5.2,180.0,8.2,,,,
1994-09-01,1005.1,1008.5,1.0,0.5,0.5,29.1,35.7,24.5,80,51,-999.0,4.4,90.0,7.8,90.0,8.7,,,,
1994-09-02,1004.8,1008.2,,,,29.8,36.6,24.3,71,42,2.0,4.5,157.5,7.9,157.5,11.4,,,,
1994-09-03,1005.5,1008.9,0.0,0.0,0.0,30.1,37.0,24.9,68,40,1.8,5.0,157.5,7.6,157.5,9.0,,,,
1994-09-04,1008.7,1012.1,14.0,14.0,6.5,27.3,33.0,23.6,85,59,1.8,5.5,90.0,9.5,90.0,2.4,,,,
1994-09-05,1010.6,1014.0,,,,27.9,32.8,23.3,84,61,1.5,4.2,112.5,7.1,112.5,5.0,,,,
1994-09-06,1008.9,1012.4,,,,29.4,35.9,24.3,79,47,1.7,5.2,157.5,10.3,157.5,8.8,,,,
1994-09-07,1008.6,1012.0,,,,29.5,35.5,24.5,78,52,2.2,4.3,180.0,8.4,180.0,9.3,,,,
1994-09-08,1009.4,1012.8,,,,28.5,34.4,24.1,78,53,2.7,5.6,135.0,9.3,157.5,9.0,,,,
1994-09-09,1010.1,1013.6,,,,28.0,33.8,22.9,76,51,2.8,5.9,135.0,9.4,135.0,10.7,,,,
1994-09-10,1010.2,1013.6,0.0,0.0,0.0,27.9,33.0,23.7,77,54,2.9,5.9,135.0,10.7,135.0,8.9,,,,
1994-09-11,1010.6,1014.0,0.5,0.5,0.5,27.9,32.4,23.5,79,59,2.7,5.3,157.5,10.3,135.0,6.1,,,,
1994-09-12,1010.8,1014.2,,,,28.9,34.4,23.4,72,46,3.0,5.7,202.5,10.6,180.0,12.1,,,,
1994-09-13,1008.7,1012.2,,,,29.1,33.5,25.2,71,50,3.8,6.6,202.5,12.1,202.5,11.5,,,,
1994-09-14,1009.4,1012.9,,,,29.2,35.5,23.7,70,49,2.1,3.8,157.5,6.7,180.0,12.7,,,,
1994-09-15,1012.4,1015.9,,,,28.0,35.2,21.9,74,39,1.9,4.1,157.5,8.5,90.0,12.3,,,,
1994-09-16,1012.7,1016.2,,,,27.5,34.5,22.0,77,45,2.2,4.6,135.0,9.0,112.5,11.5,,,,
1994-09-17,1010.0,1013.5,,,,27.2,33.2,22.1,74,48,2.4,5.5,157.5,9.5,135.0,11.0,,,,
1994-09-18,1008.8,1012.2,0.0,0.0,0.0,26.3,31.8,21.5,76,49,1.9,4.4,112.5,7.9,135.0,4.9,,,,
1994-09-19,1008.3,1011.8,17.0,10.5,6.5,23.9,27.9,21.2,88,71,2.1,5.1,157.5,9.4,157.5,1.4,,,,
1994-09-20,1005.8,1009.3,45.0,19.0,7.5,22.1,23.2,20.5,95,91,2.1,4.2,315.0,9.3,45.0,,,,,
1994-09-21,1005.7,1009.2,0.0,0.0,0.0,22.0,26.1,19.1,88,73,2.1,4.8,22.5,9.5,22.5,0.5,,,,
1994-09-22,1006.2,1009.7,0.0,0.0,0.0,23.9,29.1,18.7,82,60,2.8,4.8,90.0,8.5,90.0,7.4,,,,
1994-09-23,1007.6,1011.1,,,,24.3,29.3,19.7,82,62,2.5,4.9,90.0,9.8,112.5,10.7,,,,
1994-09-24,1009.4,1012.9,0.0,0.0,0.0,25.1,28.6,21.1,79,63,2.3,4.1,112.5,7.4,67.5,7.1,,,,
1994-09-25,1010.5,1014.0,,,,26.0,31.8,20.8,79,56,1.7,4.2,157.5,7.1,157.5,8.1,,,,
1994-09-26,1011.5,1015.0,,,,26.6,32.6,21.6,78,53,2.4,4.6,180.0,8.4,180.0,10.4,,,,
1994-09-27,1012.7,1016.1,,,,27.1,33.4,21.5,78,51,1.6,2.9,67.5,6.1,90.0,10.1,,,,
1994-09-28,1013.4,1016.9,,,,26.9,31.9,23.4,80,60,2.0,4.4,90.0,7.6,90.0,9.1,,,,
1994-09-29,1012.3,1015.8,,,,27.5,33.4,23.2,79,49,1.6,3.8,135.0,6.8,135.0,6.5,,,,
1994-09-30,1010.7,1014.2,,,,27.6,33.5,21.8,74,43,2.0,4.1,157.5,7.1,157.5,10.7,,,,
