,glp_hPa,slp_hPa,precip-accum_mm,precip-hourmax_mm,precip-10minmax_mm,temp_C,temp-max_C,temp-min_C,rh_percent,rh-min_percent,wspd_ms,wspd-max_ms,wdir-max_deg,wspd-max-inst_ms,wdir-max-inst_deg,sunlit_h,snowfall-accum_cm,snowdepth-accum_cm,WeaCon-day830-17_x,xxx
1991-06-30,1010.2,1013.8,6.5,3.5,1.0,17.3,19.2,15.2,90,73,2.3,3.7,67.5,6.7,67.5,0.2,,,,
1991-07-01,1006.2,1009.8,1.5,1.0,0.5,19.2,21.9,16.9,91,75,1.1,2.4,90.0,3.9,112.5,0.1,,,,
1991-07-02,1002.3,1005.9,8.0,2.5,1.0,18.6,20.8,16.6,93,82,2.0,3.6,67.5,7.1,67.5,,,,,
1991-07-03,999.7,1003.3,2.5,1.0,1.0,18.4,24.5,12.4,86,66,2.5,6.5,90.0,11.2,90.0,2.6,,,,
1991-07-04,1007.5,1011.1,,,,19.0,25.7,10.2,73,48,2.6,6.2,225.0,11.5,225.0,10.0,,,,
1991-07-05,1005.9,1009.5,0.0,0.0,0.0,20.8,25.8,15.1,78,58,2.1,5.2,337.5,11.8,0.0,3.7,,,,
1991-07-06,1010.5,1014.1,,,,20.6,25.5,14.4,71,39,2.7,5.8,112.5,9.4,90.0,10.7,,,,
1991-07-07,1016.5,1020.1,,,,20.9,28.1,12.2,68,34,2.2,5.6,90.0,9.2,90.0,13.1,,,,
1991-07-08,1018.1,1021.6,,,,21.9,28.0,15.3,73,41,2.4,4.3,180.0,7.7,180.0,9.1,,,,
1991-07-09,1010.2,1013.8,0.0,0.0,0.0,22.2,24.5,19.9,82,66,3.7,7.3,202.5,14.5,202.5,,,,,
1991-07-10,1005.5,1009.0,,,,24.9,30.4,18.3,76,53,1.9,5.2,90.0,8.2,90.0,10.7,,,,
1991-07-11,1003.7,1007.2,,,,26.0,31.8,20.1,77,58,2.6,6.0,180.0,12.4,180.0,10.6,,,,
1991-07-12,999.9,1003.3,0.0,1.5,0.0,26.1,31.0,22.4,78,59,4.1,8.1,202.5,16.1,202.5,8.3,,,,
1991-07-13,1000.0,1003.5,3.0,2.5,2.0,24.3,30.7,20.1,69,37,2.7,6.0,225.0,12.0,202.5,9.3,,,,
1991-07-14,1002.1,1005.6,0.0,0.0,0.0,21.9,24.6,19.6,72,54,3.0,4.5,67.5,8.8,45.0,2.9,,,,
1991-07-15,997.9,1001.4,19.0,4.5,1.0,20.7,25.1,18.8,84,64,2.9,5.5,90.0,10.0,90.0,4.7,,,,
1991-07-16,1002.5,1006.1,0.0,0.0,0.0,21.7,26.1,19.0,78,62,2.5,5.9,202.5,9.3,225.0,2.0,,,,
1991-07-17,1002.5,1006.0,0.0,0.0,0.0,21.4,24.9,18.0,82,67,2.2,4.5,112.5,7.4,112.5,2.9,,,,
1991-07-18,1001.7,1005.2,0.0,0.0,0.0,22.6,26.8,19.7,78,61,1.6,3.7,90.0,6.1,112.5,0.3,,,,
1991-07-19,1000.7,1004.2,17.0,5.5,2.5,20.3,21.3,19.3,91,87,2.0,3.6,67.5,6.8,67.5,,,,,
1991-07-20,1004.1,1007.6,0.0,0.0,0.0,20.1,23.2,18.3,81,63,2.8,4.7,90.0,9.4,45.0,0.2,,,,
1991-07-21,1003.6,1007.2,12.5,3.0,0.5,19.3,20.4,18.0,89,79,2.4,4.2,45.0,7.7,45.0,,,,,
1991-07-22,1000.0,1003.5,17.0,2.5,1.0,20.4,22.1,18.6,94,91,2.3,3.7,45.0,7.9,22.5,,,,,
1991-07-23,1004.7,1008.2,17.0,5.0,1.0,20.5,22.7,19.3,93,86,1.8,3.4,67.5,6.7,67.5,,,,,
1991-07-24,1006.8,1010.3,0.5,0.5,0.5,22.7,26.4,19.7,88,74,1.3,2.3,45.0,4.8,90.0,0.5,,,,
1991-07-25,1007.8,1011.3,0.0,0.0,0.0,26.0,30.9,21.8,78,59,2.5,4.8,90.0,8.8,112.5,9.1,,,,
1991-07-26,1004.1,1007.6,0.0,0.0,0.0,27.4,33.7,22.8,74,42,2.0,4.6,90.0,8.3,90.0,8.1,,,,
1991-07-27,1003.2,1006.7,5.0,3.5,3.5,25.1,29.1,21.6,80,62,2.6,4.6,67.5,8.5,67.5,6.5,,,,
1991-07-28,1004.6,1008.1,0.0,0.0,0.0,25.0,29.0,22.3,80,64,2.0,5.5,112.5,10.1,90.0,4.6,,,,
1991-07-29,998.9,1002.4,1.0,1.0,0.5,25.1,31.0,22.3,82,54,2.2,5.2,180.0,9.5,202.5,5.8,,,,
