,glp_hPa,slp_hPa,precip-accum_mm,precip-hourmax_mm,precip-10minmax_mm,temp_C,temp-max_C,temp-min_C,rh_percent,rh-min_percent,wspd_ms,wspd-max_ms,wdir-max_deg,wspd-max-inst_ms,wdir-max-inst_deg,sunlit_h,snowfall-accum_cm,snowdepth-accum_cm,WeaCon-day6-18_x,WeaCon-night18-n6_x
2018-10-31,991.1,994.1,19.0,15.5,5.0,25.7,31.8,17.1,67,44,5.3,16.5,180.0,32.7,202.5,10.5,,,,
2018-11-01,1009.3,1012.5,,,,20.4,26.9,13.6,73,28,1.7,3.8,135.0,6.8,157.5,10.8,,,,
2018-11-02,1016.9,1020.1,,,,19.8,23.4,16.4,85,67,1.7,3.2,112.5,5.6,135.0,1.2,,,,
2018-11-03,1023.0,1026.3,0.0,0.0,0.0,19.7,22.4,17.0,76,49,2.1,3.9,45.0,6.9,22.5,0.2,,,,
2018-11-04,1022.6,1025.8,1.5,1.0,0.5,19.4,21.1,17.9,87,73,1.8,3.2,22.5,5.6,67.5,0.0,,,,
2018-11-05,1012.2,1015.4,0.0,0.0,0.0,23.4,29.8,18.4,88,62,2.9,7.2,202.5,14.6,180.0,4.3,,,,
2018-11-06,1004.7,1007.8,0.0,0.0,0.0,27.0,32.7,20.7,64,38,3.7,7.2,202.5,15.1,225.0,10.8,,,,
2018-11-07,1011.7,1014.9,0.0,0.0,0.0,20.9,22.9,16.5,73,63,2.3,4.0,67.5,8.7,45.0,1.5,,,,
2018-11-08,1012.6,1015.9,0.0,0.0,0.0,20.2,24.8,15.5,85,61,1.9,3.7,112.5,6.9,112.5,5.8,,,,
2018-11-09,1012.8,1016.0,0.0,0.0,0.0,20.6,24.9,15.5,83,50,2.2,3.8,90.0,6.6,90.0,9.9,,,,
2018-11-10,1010.6,1013.8,5.5,2.5,2.0,20.3,21.5,19.6,94,90,2.2,3.7,67.5,6.8,45.0,0.0,,,,
2018-11-11,1013.7,1017.0,1.5,1.0,0.5,18.7,20.5,16.0,83,63,1.9,3.8,45.0,6.9,45.0,0.0,,,,
2018-11-12,1020.4,1023.7,0.0,0.0,0.0,16.1,18.2,14.0,69,55,2.2,3.9,67.5,8.6,45.0,0.0,,,,
2018-11-13,1017.6,1020.9,6.5,2.5,1.0,15.6,19.5,12.8,89,69,1.7,3.6,337.5,6.9,337.5,0.5,,,,
2018-11-14,1015.6,1018.9,0.0,0.0,0.0,16.5,20.5,12.6,86,63,1.3,2.1,112.5,4.0,90.0,0.7,,,,
2018-11-15,1010.6,1013.8,,0.0,0.0,17.1,21.4,12.7,86,60,1.5,2.4,0.0,4.5,67.5,2.1,,,,
2018-11-16,1008.4,1011.6,1.0,0.5,0.5,16.8,20.5,13.5,82,59,1.9,3.4,90.0,7.1,67.5,2.2,,,,
2018-11-17,1013.5,1016.8,,0.0,,15.3,20.1,10.3,80,59,2.2,3.7,67.5,7.7,45.0,6.7,,,,
2018-11-18,1014.9,1018.2,1.0,0.5,0.5,15.8,20.2,12.1,81,61,2.1,3.8,67.5,7.5,90.0,2.2,,,,
2018-11-19,1014.5,1017.8,,,,15.8,21.8,11.7,79,48,2.1,3.6,22.5,7.3,67.5,5.3,,,,
2018-11-20,1017.3,1020.6,,,,14.6,21.9,9.8,73,30,2.0,3.5,112.5,6.3,90.0,10.6,,,,
2018-11-21,1020.4,1023.7,,,,14.2,21.6,7.0,74,31,1.8,3.0,90.0,6.5,112.5,10.3,,,,
2018-11-22,1018.5,1021.9,0.0,0.0,0.0,12.9,16.0,9.1,91,80,,,292.5,,337.5,0.2,,,,
2018-11-23,1011.9,1015.1,1.5,1.0,0.5,16.6,22.4,11.3,86,67,1.8,3.8,337.5,7.4,337.5,4.4,,,,
2018-11-24,1015.3,1018.5,,,,15.5,21.7,9.7,76,44,1.8,3.8,90.0,6.6,90.0,9.3,,,,
2018-11-25,1017.1,1020.4,,,,15.7,20.4,10.5,76,59,1.9,3.4,45.0,6.6,45.0,3.8,,,,
2018-11-26,1005.1,1008.3,8.0,4.5,1.5,17.9,22.2,14.4,88,71,1.9,3.8,67.5,8.1,45.0,3.0,,,,
2018-11-27,1006.1,1009.3,0.0,0.0,0.0,15.2,20.1,11.1,80,53,1.6,3.0,0.0,5.5,0.0,3.7,,,,
2018-11-28,1005.9,1009.2,,,,15.4,22.9,8.1,74,34,2.0,3.8,180.0,8.3,67.5,10.1,,,,
2018-11-29,1007.6,1010.8,1.5,1.5,1.0,15.3,22.7,8.0,71,34,1.9,3.7,292.5,6.8,247.5,10.2,,,,
2018-11-30,1010.4,1013.7,,0.0,,11.9,19.5,5.7,72,29,2.0,4.8,315.0,9.7,337.5,8.3,,,,
