,glp_hPa,slp_hPa,precip-accum_mm,precip-hourmax_mm,precip-10minmax_mm,temp_C,temp-max_C,temp-min_C,rh_percent,rh-min_percent,wspd_ms,wspd-max_ms,wdir-max_deg,wspd-max-inst_ms,wdir-max-inst_deg,sunlit_h,snowfall-accum_cm,snowdepth-accum_cm,WeaCon-day830-17_x,xxx
1993-11-30,1013.9,1017.6,,,,10.7,19.1,4.3,72,35,2.2,4.3,270.0,6.7,247.5,10.2,,,,
1993-12-01,1020.9,1024.6,,,,11.4,19.0,4.1,81,42,1.6,3.8,315.0,5.5,315.0,6.5,,,,
1993-12-02,1019.5,1023.2,,,,12.1,18.5,8.0,89,59,1.2,2.3,315.0,3.8,315.0,3.0,,,,
1993-12-03,1016.5,1020.2,,,,11.0,19.8,5.7,87,45,1.2,2.7,202.5,5.6,180.0,8.8,,,,
1993-12-04,1014.3,1018.0,,,,11.0,22.1,4.0,83,27,1.5,2.9,45.0,4.8,112.5,8.1,,,,
1993-12-05,1014.4,1018.1,0.0,0.0,0.0,13.0,19.8,5.1,87,61,1.2,2.6,315.0,4.4,67.5,4.1,,,,
1993-12-06,1016.4,1020.1,,,,13.6,17.0,11.3,75,50,2.6,5.8,90.0,12.0,67.5,2.4,,,,
1993-12-07,1020.5,1024.3,4.0,1.0,0.5,9.7,11.7,8.6,86,50,2.0,4.0,337.5,6.8,45.0,,,,,
1993-12-08,1022.9,1026.6,0.5,0.5,0.5,10.4,16.0,4.4,76,48,1.8,4.4,67.5,8.8,90.0,9.1,,,,
1993-12-09,1026.2,1030.0,,,,10.5,14.6,6.6,67,55,2.5,4.4,45.0,7.8,45.0,6.6,,,,
1993-12-10,1022.2,1025.9,1.5,1.0,0.5,10.7,13.8,6.6,93,74,1.5,2.9,315.0,4.8,45.0,,,,,
1993-12-11,1020.4,1024.1,0.0,0.0,0.0,13.3,18.2,10.9,94,78,1.4,2.5,337.5,4.1,337.5,0.8,,,,
1993-12-12,1013.9,1017.5,53.5,19.5,3.0,15.7,19.7,11.7,97,93,2.1,8.2,112.5,17.2,90.0,,,,,
1993-12-13,1003.0,1006.5,43.0,25.5,12.0,18.0,21.3,12.3,96,80,2.0,7.4,112.5,15.5,112.5,0.1,,,,
1993-12-14,1012.6,1016.3,,,,14.7,22.3,9.0,81,44,1.5,2.9,45.0,5.1,90.0,9.8,,,,
1993-12-15,1019.6,1023.3,,,,13.1,20.2,5.9,77,46,1.8,3.2,45.0,5.6,45.0,9.7,,,,
1993-12-16,1023.0,1026.8,,,,11.9,17.2,6.7,87,63,2.0,3.9,112.5,7.7,45.0,7.0,,,,
1993-12-17,1018.1,1021.8,,,,12.7,16.6,9.1,88,67,1.1,2.7,315.0,5.1,315.0,0.3,,,,
1993-12-18,1021.1,1024.8,,,,13.0,20.1,7.6,72,39,2.4,4.7,90.0,10.7,67.5,7.6,,,,
1993-12-19,1025.5,1029.3,4.0,1.5,0.5,10.6,11.7,9.7,87,58,2.2,4.0,45.0,7.7,45.0,,,,,
1993-12-20,1004.9,1008.6,12.5,4.5,2.0,13.3,19.6,9.9,97,83,1.8,6.6,225.0,13.1,225.0,0.5,,,,
1993-12-21,1008.0,1011.7,0.0,0.0,0.0,12.2,16.3,8.9,64,29,1.8,4.4,337.5,8.8,337.5,3.1,,,,
1993-12-22,1007.9,1011.6,,,,10.6,16.1,5.6,65,40,2.4,4.9,202.5,10.3,202.5,7.5,,,,
1993-12-23,1013.6,1017.4,,,,6.8,11.7,-1.3,52,27,3.6,7.8,270.0,16.7,292.5,9.4,,,,
1993-12-24,1021.8,1025.6,,,,4.6,13.5,-2.1,75,39,1.5,3.1,315.0,5.4,225.0,9.1,,,,
1993-12-25,1018.9,1022.7,,,,6.5,13.5,-0.2,78,46,1.4,-999.0,,4.5,225.0,7.1,,,,
1993-12-26,1012.0,1015.8,,,,6.2,9.6,3.6,90,75,1.2,3.1,315.0,5.6,315.0,,,,,
1993-12-27,1012.6,1016.4,,,,6.7,16.2,0.1,67,32,2.8,8.2,315.0,16.1,315.0,8.8,,,,
1993-12-28,1022.0,1025.8,,,,6.3,14.5,-2.5,64,31,1.7,4.3,270.0,8.2,270.0,8.0,,,,
1993-12-29,1022.8,1026.6,,,,8.4,14.2,1.6,80,57,1.6,3.7,90.0,6.5,90.0,1.9,,,,
