,Precipitation,Temperature
January,88.6,-5.1
February,88.1,-5.0
March,95.5,-2.3
April,96.2,3.0
May,148.5,7.7
June,163.0,11.2
July,199.9,13.2
August,139.4,13.2
September,146.6,8.5
October,102.7,4.1
November,93.1,-0.3
December,97.7,-4.0
